,Delta_TP9,Delta_AF7,Delta_AF8,Delta_TP10,Theta_TP9,Theta_AF7,Theta_AF8,Theta_TP10,Alpha_TP9,Alpha_AF7,Alpha_AF8,Alpha_TP10,Beta_TP9,Beta_AF7,Beta_AF8,Beta_TP10,Gamma_TP9,Gamma_AF7,Gamma_AF8,Gamma_TP10,check
23:34.7,1.208671138,0.847956026,0.621575218,1.4705635,0.969915594,0.228287316,0.094489202,0.94442713,0.8536087,0.452751184,0.452620815,0.83414066,0.522305844,-0.004081133,-0.177239661,0.622986514,-0.129792514,-0.646535709,-0.360565248,0.032674313,0
23:34.8,1.2309622,0.8615024,0.6971556,1.4705635,0.9910745,0.25456893,0.08838214,0.94442713,0.8536087,0.45617494,0.49600145,0.83414066,0.53467035,0.006575977,-0.16046894,0.622986514,-0.13307703,-0.6711317,-0.35030293,0.032674313,0
23:34.9,1.2309622,0.88007879,0.758813957,1.4705635,0.9910745,0.282044279,0.112867981,0.94442713,0.8536087,0.45617494,0.500855183,0.83414066,0.53467035,0.012621654,-0.143810516,0.622986514,-0.13307703,-0.7029278,-0.360616476,0.032674313,0
23:35.0,1.2309622,0.908059371,0.792752234,1.4705635,0.9910745,0.307837954,0.14643202,0.94442713,0.8536087,0.45617494,0.494850777,0.83414066,0.53467035,0.018527136,-0.137471786,0.622986514,-0.13307703,-0.722724323,-0.378235573,0.032674313,0
23:35.1,1.2309622,0.93541044,0.80831736,1.4705635,0.9910745,0.32514104,0.17471297,0.94442713,0.8536087,0.45617494,0.48970136,0.83414066,0.53467035,0.022279954,-0.14155893,0.622986514,-0.13307703,-0.7273498,-0.39528504,0.032674313,0
23:35.2,1.2309622,0.960356116,0.81328936,1.4705635,0.9910745,0.335173983,0.19177117,0.94442713,0.8536087,0.45076833,0.481967093,0.83414066,0.53467035,0.022342216,-0.154920759,0.622986514,-0.13307703,-0.721532943,-0.407888383,0.032674313,0
23:35.3,1.2309622,0.977289537,0.808185275,1.4705635,0.9910745,0.344212082,0.191498759,0.94442713,0.8536087,0.438374037,0.472014949,0.83414066,0.53467035,0.019596167,-0.167952622,0.622986514,-0.13307703,-0.711984895,-0.409841889,0.032674313,0
23:35.4,1.2309622,0.983801275,0.800654019,1.4705635,0.9910745,0.352057638,0.181279076,0.94442713,0.8536087,0.424963619,0.457369224,0.83414066,0.53467035,0.015713233,-0.174090262,0.622986514,-0.13307703,-0.686184363,-0.403793267,0.032674313,0
23:35.5,1.2309622,0.970325394,0.796062418,1.4705635,0.9910745,0.337215052,0.171880654,0.94442713,0.8536087,0.415627104,0.443171291,0.83414066,0.53467035,0.002063739,-0.170974927,0.622986514,-0.13307703,-0.614049945,-0.39726536,0.032674313,0
23:35.6,1.2309622,0.962860094,0.794230518,1.4705635,0.9910745,0.32906699,0.166293004,0.94442713,0.8536087,0.408936967,0.424433445,0.83414066,0.53467035,-0.003712241,-0.163792793,0.622986514,-0.13307703,-0.554499868,-0.39499236,0.032674313,0
23:35.7,1.2309622,0.96730125,0.7969325,1.4705635,0.9910745,0.33773178,0.16841185,0.94442713,0.8536087,0.408171,0.43597934,0.83414066,0.53467035,0.000720127,-0.15270203,0.622986514,-0.13307703,-0.5066444,-0.40073454,0.032674313,0
23:35.8,1.2309622,0.981085222,0.802426757,1.4705635,0.9910745,0.355163659,0.176372238,0.94442713,0.8536087,0.408607718,0.443015554,0.83414066,0.53467035,0.00693444,-0.14688479,0.622986514,-0.13307703,-0.489183399,-0.408332199,0.032674313,0
23:35.9,1.2309622,1.013733369,0.816493744,1.4705635,0.9910745,0.396285056,0.197486619,0.94442713,0.8536087,0.40912384,0.45133108,0.83414066,0.53467035,0.019645283,-0.136344838,0.622986514,-0.13307703,-0.456490494,-0.427594751,0.032674313,0
23:36.0,1.2309622,1.0409967,0.8291167,1.4705635,0.9910745,0.4304852,0.2169977,0.94442713,0.8536087,0.40912384,0.45133108,0.83414066,0.53467035,0.028589707,-0.13023645,0.622986514,-0.13307703,-0.4363952,-0.44473392,0.032674313,0
23:36.1,1.2309622,1.06865399,0.84487686,1.4705635,0.9910745,0.460189462,0.245193081,0.94442713,0.8536087,0.439826385,0.451813606,0.83414066,0.53467035,0.034072514,-0.123247616,0.622986514,-0.13307703,-0.411814028,-0.47209091,0.032674313,0
23:36.2,0.894072632,1.059391172,0.85192877,1.4705635,0.433257263,0.447324172,0.278214124,0.94442713,0.381141831,0.479179979,0.444059207,0.83414066,0.320203403,0.029653062,-0.104572751,0.622986514,-0.225825667,-0.376604413,-0.502889406,0.032674313,0
