,Delta_TP9,Delta_AF7,Delta_AF8,Delta_TP10,Theta_TP9,Theta_AF7,Theta_AF8,Theta_TP10,Alpha_TP9,Alpha_AF7,Alpha_AF8,Alpha_TP10,Beta_TP9,Beta_AF7,Beta_AF8,Beta_TP10,Gamma_TP9,Gamma_AF7,Gamma_AF8,Gamma_TP10,check
16:26.3,0.261685923,0.333629007,0.675483126,0.522137843,0.001466914,-0.002369761,0.5173022,0.35414635,-0.027832946,0.23799194,0.806228186,0.33948588,-0.019402707,-0.100794535,-0.021187597,0.289961863,-0.590378659,-0.619056567,-0.584637467,-0.263521758,0
16:26.4,0.261685923,0.382216512,0.751007424,0.573247496,-0.019408134,0.053281244,0.548037688,0.364438812,-0.042139126,0.23799194,0.81445765,0.33948588,0.039553676,-0.080930542,0.033258381,0.31870781,-0.57437454,-0.60279261,-0.58916968,-0.260851028,0
16:26.5,0.261685923,0.400887756,0.777195071,0.607197098,-0.028075445,0.069445229,0.5554777,0.363264391,-0.049316034,0.238384178,0.81445765,0.342776861,0.060361613,-0.071435788,0.05140905,0.328424361,-0.5723391,-0.589278415,-0.592941477,-0.260301288,0
16:26.6,0.261685923,0.411321484,0.79313666,0.638038925,-0.028075445,0.084627104,0.557280075,0.35258885,-0.049316034,0.237412722,0.81445765,0.34804243,0.060361613,-0.062279589,0.06048254,0.323370575,-0.5723391,-0.573114375,-0.598341207,-0.25989907,0
16:26.7,0.261685923,0.407700508,0.801002901,0.642948705,-0.028075445,0.11538703,0.559841265,0.338440373,-0.049316034,0.222724263,0.81445765,0.34804243,0.060361613,-0.055838905,0.058275466,0.294825213,-0.5723391,-0.563165484,-0.605919777,-0.257923291,0
16:26.8,0.261685923,0.395920986,0.811041507,0.649643794,-0.028075445,0.1644622,0.567059361,0.334147428,-0.049316034,0.271523553,0.81445765,0.348004758,0.060361613,-0.05457914,0.051338309,0.248213835,-0.5723391,-0.560808171,-0.616055795,-0.256859652,0
16:26.9,0.261685923,0.385279845,0.826976432,0.663545741,-0.028075445,0.226011837,0.576781888,0.329747144,-0.049316034,0.339365171,0.81445765,0.336674829,0.060361613,-0.060390209,0.044001477,0.1827629,-0.5723391,-0.561210819,-0.629855545,-0.262241243,0
16:27.0,0.261685923,0.38295852,0.841059327,0.661472952,-0.028075445,0.269926969,0.579954165,0.30562558,-0.049316034,0.348617806,0.81445765,0.323100965,0.060361613,-0.071182488,0.040335814,0.124619896,-0.5723391,-0.560896268,-0.642703533,-0.27197477,0
16:27.1,0.261685923,0.381353675,0.844795661,0.61047144,-0.028075445,0.289264727,0.570576957,0.225510191,-0.049316034,0.3485475,0.81445765,0.317975162,0.060361613,-0.080702533,0.0405642,0.090351874,-0.5723391,-0.558229824,-0.649564122,-0.276781979,0
16:27.2,0.261685923,0.383181936,0.843554047,0.488368555,-0.028075445,0.296779259,0.553436876,0.058508042,-0.049316034,0.3485475,0.81445765,0.178982552,0.060361613,-0.086582804,0.043182608,0.074610359,-0.5723391,-0.552595088,-0.649285976,-0.275774638,0
