,Delta_TP9,Delta_AF7,Delta_AF8,Delta_TP10,Theta_TP9,Theta_AF7,Theta_AF8,Theta_TP10,Alpha_TP9,Alpha_AF7,Alpha_AF8,Alpha_TP10,Beta_TP9,Beta_AF7,Beta_AF8,Beta_TP10,Gamma_TP9,Gamma_AF7,Gamma_AF8,Gamma_TP10,check
58:24.1,0.7511759,0.678450061,1.126276958,1.5972573,0.55642277,0.29480248,0.685413096,1.0929971,0.4809929,0.462509519,0.784328856,0.8633703,-0.14302269,-0.078041263,0.224966253,0.3585375,-0.37988418,-0.443185466,-0.482799834,0.05995994,0
58:24.2,0.7511759,0.7813672,1.158279217,1.5972573,0.55642277,0.40318763,0.728993483,1.0929971,0.4809929,0.4579639,0.78625065,0.8633703,-0.14302269,-0.035849437,0.238963878,0.3585375,-0.37988418,-0.44052422,-0.496408,0.05995994,0
58:24.3,0.7511759,0.7813672,1.1708453,1.5972573,0.55642277,0.40318763,0.7322614,1.0929971,0.4809929,0.4579639,0.78625065,0.8633703,-0.14302269,-0.035849437,0.23168282,0.3585375,-0.37988418,-0.44052422,-0.5002673,0.05995994,0
58:24.4,0.7511759,0.7813672,1.180211973,1.5972573,0.55642277,0.40318763,0.7191527,1.0929971,0.4809929,0.4579639,0.785150194,0.8633703,-0.14302269,-0.035849437,0.208425022,0.3585375,-0.37988418,-0.44052422,-0.500316888,0.05995994,0
58:24.5,0.7511759,0.7813672,1.198002556,1.5972573,0.55642277,0.40318763,0.674077769,1.0929971,0.4809929,0.4579639,0.717014747,0.8633703,-0.14302269,-0.035849437,0.138097035,0.3585375,-0.37988418,-0.44052422,-0.496493939,0.05995994,0
58:24.6,0.7511759,0.7813672,1.2102668,1.5972573,0.55642277,0.40318763,0.63826454,1.0929971,0.4809929,0.4579639,0.6445602,0.8633703,-0.14302269,-0.035849437,0.083010204,0.3585375,-0.37988418,-0.44052422,-0.49474862,0.05995994,0
58:24.7,0.7511759,0.7813672,1.22222245,1.5972573,0.55642277,0.40318763,0.62290178,1.0929971,0.4809929,0.4579639,0.62161749,0.8633703,-0.14302269,-0.035849437,0.054088086,0.3585375,-0.37988418,-0.44052422,-0.503099515,0.05995994,0
58:24.8,0.7511759,0.7813672,1.2259464,1.5972573,0.55642277,0.40318763,0.624956419,1.0929971,0.4809929,0.4579639,0.614852303,0.8633703,-0.14302269,-0.035849437,0.042274125,0.3585375,-0.37988418,-0.44052422,-0.523578307,0.05995994,0
58:24.9,0.7511759,0.7813672,1.206554461,1.5972573,0.55642277,0.40318763,0.63518833,1.0929971,0.4809929,0.4579639,0.614123429,0.8633703,-0.14302269,-0.035849437,0.041154579,0.3585375,-0.37988418,-0.44052422,-0.546411194,0.05995994,0
58:25.0,0.7511759,0.7813672,1.1609683,1.5972573,0.55642277,0.40318763,0.6435519,1.0929971,0.4809929,0.4579639,0.61306596,0.8633703,-0.14302269,-0.035849437,0.040038947,0.3585375,-0.37988418,-0.44052422,-0.5659593,0.05995994,0
58:25.1,0.7511759,1.188341644,1.061014041,1.5972573,0.55642277,-0.050981889,0.586356807,1.0929971,0.4809929,0.422489633,0.607789729,0.8633703,-0.14302269,0.016593261,0.007078773,0.3585375,-0.37988418,-0.422602785,-0.592091004,0.05995994,0
58:25.2,0.7511759,1.242774229,0.982032704,1.5972573,0.55642277,-0.095527293,0.527010725,1.0929971,0.4809929,0.387015366,0.602004864,0.8633703,-0.14302269,0.018026823,-0.048548157,0.3585375,-0.37988418,-0.396273209,-0.633555681,0.05995994,0
58:25.3,0.7511759,1.236765025,0.936502688,1.5972573,0.55642277,-0.10907688,0.487828125,1.0929971,0.4809929,0.351541099,0.610564313,0.8633703,-0.14302269,0.00867735,-0.102379561,0.3585375,-0.37988418,-0.384397988,-0.667699615,0.05995994,0
58:25.4,0.7511759,1.212825271,0.917773821,1.5972573,0.55642277,-0.13249951,0.428136853,1.0929971,0.4809929,0.316066832,0.620671265,0.8633703,-0.14302269,-0.004293324,-0.14891536,0.3585375,-0.37988418,-0.385523285,-0.698206517,0.05995994,0
58:25.5,0.7511759,1.182152128,0.828932376,1.5972573,0.55642277,-0.162379963,0.15295955,1.0929971,0.4809929,0.280592566,0.23307256,0.8633703,-0.14302269,-0.015490351,-0.202146234,0.3585375,-0.37988418,-0.395652314,-0.741926632,0.05995994,0
58:25.6,0.7511759,1.151384465,0.750632404,1.5972573,0.55642277,-0.193253982,0.052401176,1.0929971,0.4809929,0.245118299,0.082191818,0.8633703,-0.14302269,-0.024561972,-0.207630411,0.3585375,-0.37988418,-0.409508021,-0.775146435,0.05995994,0
58:25.7,0.599345081,1.123272792,0.698114625,1.076629747,0.2949528,-0.221493735,0.041233503,0.638808203,0.110376767,0.209644032,0.08259602,0.41793357,-0.14302269,-0.03461408,-0.192820392,0.267355495,-0.341861672,-0.422173503,-0.798142708,-0.009904115,0
58:25.8,0.451988074,1.090771828,0.652885667,0.59371887,0.031580795,-0.253222128,0.010939903,0.264409085,-0.180219903,0.174169765,0.08259602,0.045959862,-0.026960944,-0.052689323,-0.180709645,0.195399618,-0.327295561,-0.434255989,-0.814379274,-0.064178498,0
58:25.9,0.427096379,1.058654338,0.619602963,0.528496066,-0.032165543,-0.25131541,-0.022957739,0.268797534,-0.134140701,0.138695498,0.08259602,0.058555644,-0.030589968,-0.077950872,-0.176726374,0.206955766,-0.341616515,-0.44227672,-0.803700263,-0.063937637,0
58:26.0,0.429896917,1.037805458,0.599894637,0.509795925,-0.032450295,-0.249408692,-0.027691524,0.255570124,-0.075416487,0.103221231,0.091420364,0.070026865,-0.039884997,-0.092517815,-0.17442545,0.223743146,-0.3256632,-0.445425753,-0.773345147,-0.064841337,0
58:26.1,0.445398873,1.018858638,0.582623921,0.50938515,0.022193585,-0.247501974,-0.014147937,0.231577117,-0.005288912,0.067746964,0.109277992,0.074275798,-0.043252606,-0.098147113,-0.168295465,0.24555242,-0.2999572,-0.448693078,-0.737277068,-0.063895575,0
58:26.2,0.462154636,1.000525025,0.566988413,0.514730188,0.106994598,-0.245595256,0.006535779,0.20260104,0.077104397,0.032272697,0.132121326,0.076599121,-0.040074818,-0.094926836,-0.158001709,0.263151669,-0.2773357,-0.452563356,-0.703930056,-0.065204887,0
58:26.3,0.46869233,0.970237328,0.55189375,0.5172062,0.14472735,-0.243688538,0.025876417,0.19029438,0.1127255,-0.003201569,0.169598191,0.0775981,-0.037872117,-0.0942224,-0.144922577,0.26933444,-0.2690359,-0.456674902,-0.674683859,-0.06625971,0
58:26.4,0.46869233,0.928634448,0.563558507,0.5172062,0.14472735,-0.24178182,0.046766514,0.19029438,0.1127255,-0.038675836,0.225346232,0.0775981,-0.037872117,-0.094068311,-0.129599634,0.26933444,-0.2690359,-0.454859844,-0.649199526,-0.06625971,0
58:26.5,0.46869233,0.888157616,0.637988217,0.5172062,0.14472735,-0.239875101,0.11151448,0.19029438,0.1127255,-0.074150103,0.40533842,0.0775981,-0.037872117,-0.091437511,-0.111701819,0.26933444,-0.2690359,-0.446260783,-0.629519029,-0.06625971,0
58:26.6,0.46869233,0.853524404,0.754362804,0.5172062,0.14472735,-0.127685899,0.231776298,0.19029438,0.1127255,0.087465534,0.645130752,0.0775981,-0.037872117,-0.086371737,-0.088854237,0.26933444,-0.2690359,-0.43658226,-0.614911822,-0.06625971,0
58:26.7,0.46869233,0.81894512,0.85836695,0.5172062,0.14472735,0.045313886,0.361872015,0.19029438,0.1127255,0.284668885,0.8333823,0.0775981,-0.037872117,-0.070243828,-0.063377931,0.26933444,-0.2690359,-0.424263315,-0.6020095,-0.06625971,0
58:26.8,0.46869233,0.812322271,0.8548426,0.5172062,0.14472735,0.188809624,0.381816874,0.19029438,0.1127255,0.366011555,0.8333823,0.0775981,-0.037872117,-0.042781945,-0.050930544,0.26933444,-0.2690359,-0.414017436,-0.591188375,-0.06625971,0
58:26.9,0.44547556,0.822528444,0.859784921,0.477958886,0.132318124,0.263983135,0.397210288,0.199614232,0.1127255,0.37648556,0.8333823,0.071225186,-0.027775923,-0.020122789,-0.037494388,0.275777078,-0.267833129,-0.404982113,-0.577952554,-0.057682098,0
58:27.0,0.419269636,0.831257608,0.876847021,0.418027219,0.119647522,0.306646108,0.412795538,0.205838806,0.1127255,0.37648556,0.8333823,0.05998388,-0.015932318,-0.004085543,-0.024096286,0.286980445,-0.267709563,-0.393111115,-0.561358032,-0.046847531,0
58:27.1,0.418694369,0.83112555,0.905506803,0.379923488,0.126788338,0.330030739,0.431285398,0.194211546,0.112476399,0.37648556,0.8333823,0.050982117,-0.015328521,0.005432762,-0.01321046,0.299085259,-0.266733549,-0.377618003,-0.540727619,-0.045109276,0
