,Delta_TP9,Delta_AF7,Delta_AF8,Delta_TP10,Theta_TP9,Theta_AF7,Theta_AF8,Theta_TP10,Alpha_TP9,Alpha_AF7,Alpha_AF8,Alpha_TP10,Beta_TP9,Beta_AF7,Beta_AF8,Beta_TP10,Gamma_TP9,Gamma_AF7,Gamma_AF8,Gamma_TP10,check
04:46.4,1.2471783,1.2384257,1.064730985,0.68836904,1.3067355,0.67162997,0.020841403,0.26320195,1.2023461,0.1258938,0.204744518,0.35949576,0.7286445,0.00706414,-0.277666974,0.43421146,0.046102896,-0.3725131,-0.517348165,-0.23215942,0
04:46.5,1.2471783,1.2384257,1.052803336,0.488358567,1.3067355,0.67162997,0.002683135,0.2352854,1.2023461,0.1258938,0.20209083,0.311966631,0.7286445,0.00706414,-0.332554713,0.280320218,0.046102896,-0.3725131,-0.591884294,-0.143928131,0
04:46.6,1.2471783,1.2384257,0.963337588,0.275354506,1.3067355,0.67162997,-0.088567246,0.188239731,1.2023461,0.1258938,0.193515305,0.26818469,0.7286445,0.00706414,-0.376766162,0.099599591,0.046102896,-0.3725131,-0.655237144,-0.043757278,0
04:46.7,1.2471783,1.2384257,0.67989347,0.28167674,1.3067355,0.67162997,-0.29498296,0.17873284,1.2023461,0.1258938,0.036693519,0.273788,0.7286445,0.00706414,-0.416258427,0.09436487,0.046102896,-0.3725131,-0.709355728,-0.04282163,0
04:46.8,1.2471783,1.2384257,0.47807103,0.28167674,1.3067355,0.67162997,-0.292047261,0.17873284,1.2023461,0.1258938,-0.09164811,0.273788,0.7286445,0.007064139,-0.4363907,0.09436487,0.046102896,-0.3725131,-0.7367671,-0.04282163,0
04:46.9,0.431085077,1.154186925,0.513433545,0.292594322,0.407894214,0.471710305,-0.289111562,0.193635418,0.272709038,0.00325597,-0.00737743,0.27447566,0.136535789,-0.040902133,-0.395143123,0.09712427,-0.643020711,-0.42780331,-0.72355927,-0.052322608,0
04:47.0,0.562817138,0.9014706,0.544394645,0.340158067,0.475144213,-0.12804869,-0.286175863,0.255780888,0.43669285,-0.36465752,0.116634152,0.290750641,0.170088465,-0.18480095,-0.338181703,0.113169174,-0.551071785,-0.59367394,-0.722450759,-0.085225024,0
04:47.1,0.728198013,0.9014706,0.587426964,0.389848403,0.564614938,-0.12804869,-0.149730764,0.308979588,0.614775971,-0.36465752,0.222058047,0.350472975,0.258728738,-0.18480095,-0.276598428,0.140846976,-0.441987524,-0.59367394,-0.72286261,-0.094005985,0
04:47.2,0.874751454,0.9014706,0.669578163,0.44967026,0.637194228,-0.12804869,-0.018464276,0.355413593,0.751812131,-0.36465752,0.306458838,0.459258833,0.371957283,-0.18480095,-0.216876085,0.180329035,-0.340451035,-0.59367394,-0.722719435,-0.08411347,0
04:47.3,0.981470581,0.9014706,0.790679438,0.505319931,0.681274646,-0.12804869,0.084056911,0.392953842,0.80934465,-0.36465752,0.354358068,0.551481204,0.475598821,-0.18480095,-0.174425151,0.223835989,-0.261368916,-0.59367394,-0.721997235,-0.064698579,0
04:47.4,1.046692234,0.9014706,0.960775959,0.551832257,0.696458252,-0.12804869,0.156147304,0.41991869,0.80934465,-0.36465752,0.371118159,0.580850319,0.550979503,-0.18480095,-0.155094358,0.264667627,-0.20914227,-0.59367394,-0.722986872,-0.044712989,0
04:47.5,1.061906087,0.9014706,1.114802497,0.576037997,0.683988684,-0.12804869,0.19184441,0.427996933,0.80934465,-0.36465752,0.387935935,0.586803974,0.575014158,-0.18480095,-0.158186277,0.288625087,-0.195324875,-0.59367394,-0.727105687,-0.033465683,0
04:47.6,1.053889039,0.9014706,1.1918392,0.580986978,0.667558589,-0.12804869,0.206428896,0.425118961,0.80934465,-0.36465752,0.393266546,0.588536324,0.570847847,-0.18480095,-0.163796839,0.297588311,-0.199518539,-0.59367394,-0.730382639,-0.030066662,0
04:47.7,1.025856983,0.9014706,1.254697067,0.573102383,0.63713615,-0.12804869,0.231812503,0.414001193,0.80934465,-0.36465752,0.3951074,0.58780125,0.547944317,-0.18480095,-0.159195037,0.307292533,-0.213144098,-0.59367394,-0.730897833,-0.029366882,0
04:47.8,0.997151733,0.9014706,1.294551563,0.57128395,0.610178813,-0.12804869,0.271760255,0.411275498,0.80934465,-0.36465752,0.3951074,0.581973033,0.526735125,-0.18480095,-0.131114411,0.323252569,-0.221524626,-0.59367394,-0.72140265,-0.02743357,0
04:47.9,0.965054465,0.9014706,1.325428321,0.571413276,0.582009603,-0.12804869,0.307920914,0.408681351,0.80934465,-0.36465752,0.3951074,0.618197014,0.506629939,-0.18480095,-0.098467928,0.337831299,-0.224850469,-0.59367394,-0.713614566,-0.03775459,0
04:48.0,0.9433421,0.9014706,1.3467287,0.5726295,0.56343865,-0.12804869,0.32645935,0.4097995,0.80934465,-0.36465752,0.3951074,0.63275737,0.49412307,-0.18480095,-0.0795122,0.34830722,-0.22544172,-0.59367394,-0.7144938,-0.053139858,0
04:48.1,0.943680715,0.9014706,1.362012066,0.572043652,0.560568686,-0.12804869,0.334504249,0.415516521,0.80934465,-0.36465752,0.3951074,0.628010738,0.494760383,-0.18480095,-0.072755295,0.357964368,-0.214504236,-0.59367394,-0.721834931,-0.066867738,0
04:48.2,0.946200278,0.9014706,1.39211342,0.565458084,0.555200336,-0.12804869,0.350490334,0.428991902,0.80934465,-0.36465752,0.3951074,0.620967344,0.495623248,-0.18480095,-0.065313242,0.378166402,-0.19604588,-0.59367394,-0.738067556,-0.08997643,0
04:48.3,0.950780645,0.9014706,1.418833962,0.547216271,0.550386404,-0.12804869,0.367733164,0.431174174,0.80934465,-0.36465752,0.398905262,0.61884284,0.494869868,-0.18480095,-0.064709096,0.385810814,-0.183155888,-0.59367394,-0.74771302,-0.105637367,0
04:48.4,0.953946401,0.9014706,1.439824707,0.52478635,0.545106152,-0.12804869,0.386235078,0.423784421,0.80934465,-0.36465752,0.405142431,0.61884284,0.492053956,-0.18480095,-0.068266006,0.380976627,-0.174372584,-0.59367394,-0.741250399,-0.118438373,0
04:48.5,0.948519328,0.9014706,1.45145548,0.5109442,0.535029384,-0.12804869,0.399063492,0.41582108,0.80934465,-0.36465752,0.408396752,0.61884284,0.487411152,-0.18480095,-0.077878644,0.376888948,-0.17090808,-0.59367394,-0.71958023,-0.122247544,0
04:48.6,0.921620372,0.9014706,1.455177547,0.508723047,0.514818109,-0.12804869,0.401465021,0.410516431,0.807915657,-0.36465752,0.417308406,0.619704583,0.476512977,-0.18480095,-0.098416224,0.369958425,-0.175068956,-0.59367394,-0.691494094,-0.120811962,0
04:48.7,0.853745438,0.9014706,1.449548646,0.537065214,0.488187554,-0.12804869,0.390413469,0.42042845,0.807380194,-0.36465752,0.42230764,0.654193852,0.442704608,-0.18480095,-0.133214541,0.352966215,-0.1928823,-0.59367394,-0.666814049,-0.12477401,0
04:48.8,0.761794675,0.9014706,1.427487522,0.610276086,0.479345305,-0.12804869,0.372999131,0.444722458,0.762140129,-0.36465752,0.41790662,0.737670175,0.37408274,-0.18480095,-0.160996536,0.33089765,-0.222264687,-0.59367394,-0.65658185,-0.142794738,0
04:48.9,0.678416258,1.030234163,1.388216313,0.6876102,0.483089794,-0.025228192,0.358023,0.464100752,0.672978179,-0.194813224,0.413558634,0.77099377,0.293944063,-0.129542045,-0.175818365,0.310364072,-0.251305992,-0.644618963,-0.650380813,-0.170324755,0
04:49.0,0.629752119,1.5195357,1.337546125,0.73771445,0.495210476,0.3654897,0.349579996,0.470763828,0.614290701,0.4505951,0.4111782,0.77099377,0.233736115,0.080441795,-0.178216562,0.29664895,-0.268566978,-0.83821005,-0.643034904,-0.19974752,0
04:49.1,0.60686785,1.5195357,1.2816975,0.7644961,0.5134171,0.3654897,0.34253517,0.46899092,0.59635293,0.4505951,0.4081542,0.77099377,0.19722149,0.080441795,-0.17748214,0.2859974,-0.27605948,-0.83821005,-0.63202393,-0.23027949,0
04:49.2,0.604616136,1.5195357,1.258187596,0.772735229,0.528970463,0.3654897,0.336994424,0.475561413,0.593229447,0.4505951,0.406936696,0.77099377,0.188052801,0.080441795,-0.180327531,0.281745658,-0.277327294,-0.83821005,-0.624383451,-0.240448995,0
04:49.3,0.606845048,1.5195357,1.239582013,0.789714371,0.555542264,0.3654897,0.324408627,0.488852282,0.589103544,0.4505951,0.4059065,0.77099377,0.177061766,0.080441795,-0.190701178,0.274461458,-0.281029972,-0.83821005,-0.613355589,-0.255781798,0
04:49.4,0.618266813,1.5195357,1.235687425,0.815944758,0.584526804,0.3654897,0.308813907,0.509096908,0.58735096,0.4505951,0.404394208,0.77099377,0.170704606,0.080441795,-0.214227498,0.266078083,-0.292043413,-0.83821005,-0.602688325,-0.267077818,0
04:49.5,0.629465315,1.5195357,1.2246159,0.824359519,0.60516251,0.3654897,0.303052671,0.511097933,0.586372777,0.4505951,0.399166656,0.75949953,0.168123653,0.080441795,-0.243052876,0.260821284,-0.311926277,-0.83821005,-0.587499724,-0.279936464,0
04:49.6,0.632878399,1.5195357,1.21140775,0.824389973,0.613616417,0.3654897,0.309223551,0.499828183,0.584309634,0.4505951,0.393615392,0.734860555,0.171398169,0.080441795,-0.257237762,0.258155573,-0.327563828,-0.83821005,-0.571077809,-0.28788281,0
04:49.7,0.633033138,1.5195357,1.1849156,0.829752625,0.618018544,0.3654897,0.299393248,0.485118662,0.587843038,0.4505951,0.389668005,0.712657663,0.181321325,0.080441795,-0.250712485,0.255384963,-0.340986844,-0.83821005,-0.56617965,-0.294268755,0
04:49.8,0.634345182,1.5195357,1.131095825,0.846260942,0.619518932,0.3654897,0.273755499,0.470555181,0.618912464,0.4505951,0.387714462,0.699366872,0.202953654,0.080441795,-0.223824275,0.257143997,-0.354493712,-0.83821005,-0.572648733,-0.299884086,0
04:49.9,0.647511204,1.5195357,1.063275142,0.877082538,0.62014365,0.3654897,0.240663157,0.470778065,0.677143775,0.4505951,0.390456707,0.6970309,0.240046922,0.080441795,-0.185063019,0.276275753,-0.368834488,-0.83821005,-0.589353242,-0.299597688,0
04:50.0,0.669521792,1.5195357,1.03907505,0.896185792,0.620509717,0.3654897,0.223242854,0.482054338,0.718714733,0.4505951,0.398017867,0.7001088,0.26209833,0.080441795,-0.165679151,0.296340366,-0.376175599,-0.83821005,-0.599613183,-0.294603553,0
04:50.1,0.731440814,1.5195357,1.014947119,0.926785237,0.614711684,0.3654897,0.186913436,0.501280874,0.767341879,0.4505951,0.415459193,0.712991967,0.295117176,0.080441795,-0.135686666,0.335379631,-0.389215826,-0.83821005,-0.613499807,-0.282458061,0
