,Delta_TP9,Delta_AF7,Delta_AF8,Delta_TP10,Theta_TP9,Theta_AF7,Theta_AF8,Theta_TP10,Alpha_TP9,Alpha_AF7,Alpha_AF8,Alpha_TP10,Beta_TP9,Beta_AF7,Beta_AF8,Beta_TP10,Gamma_TP9,Gamma_AF7,Gamma_AF8,Gamma_TP10,check
05:14.5,0.9920045,1.342740906,0.94973701,0.7660334,0.9809557,0.4541924,0.714393905,0.8438912,1.2464353,0.481392806,0.521468975,0.7610399,0.563397,0.34131406,-0.020023157,0.31147906,0.020906003,-0.544435841,-0.426541419,0.03070381,0
05:14.6,0.9920045,1.3540642,0.947473823,0.7660334,0.9809557,0.4541924,0.726609508,0.8438912,1.2464353,0.481392806,0.521994648,0.7610399,0.563397,0.34886464,-0.039776155,0.31147906,0.020906003,-0.5423948,-0.426995283,0.03070381,0
05:14.7,0.9920045,1.3540642,0.94556415,0.7660334,0.9809557,0.4541924,0.7264053,0.8438912,1.2464353,0.481392806,0.52484584,0.7610399,0.563397,0.34886464,-0.047097005,0.31147906,0.020906003,-0.5423948,-0.42584032,0.03070381,0
05:14.8,0.9920045,1.3540642,0.957788567,0.7660334,0.9809557,0.4541924,0.734535383,0.8438912,1.2464353,0.481392806,0.560844807,0.7610399,0.563397,0.34886464,-0.044659112,0.31147906,0.020906003,-0.5423948,-0.428338028,0.03070381,0
05:14.9,0.9920045,1.3540642,0.980015458,0.7660334,0.9809557,0.4541924,0.748092285,0.8438912,1.2464353,0.481392806,0.584477193,0.7610399,0.563397,0.34886464,-0.032498114,0.31147906,0.020906003,-0.5423948,-0.437187215,0.03070381,0
05:15.0,0.9920045,1.3540642,1.022542725,0.7660334,0.9809557,0.4541924,0.768857128,0.8438912,1.2464353,0.481392806,0.595582691,0.7610399,0.563397,0.34886464,-0.011254956,0.31147906,0.020906003,-0.5423948,-0.463324869,0.03070381,0
05:15.1,0.9920045,1.3540642,1.056100992,0.7660334,0.9809557,0.4541924,0.779541332,0.8438912,1.2464353,0.481392806,0.59596694,0.7610399,0.563397,0.34886464,-0.005711035,0.31147906,0.020906003,-0.5423948,-0.496508827,0.03070381,0
05:15.2,0.9920045,1.3540642,1.0728977,0.7660334,0.9809557,0.4541924,0.78146946,0.8438912,1.2464353,0.481392806,0.59596694,0.7610399,0.563397,0.34886464,-0.019240988,0.31147906,0.020906003,-0.5423948,-0.5259667,0.03070381,0
05:15.3,0.9920045,1.3540642,1.081703825,0.7660334,0.9809557,0.4541924,0.782149053,0.8438912,1.2464353,0.481392806,0.59596694,0.7610399,0.563397,0.34886464,-0.043964845,0.31147906,0.020906003,-0.5423948,-0.550861574,0.03070381,0
05:15.4,0.9920045,0.642447053,1.085693538,0.7660334,0.9809557,0.4541924,0.782561238,0.8438912,1.2464353,0.481392806,0.59596694,0.7610399,0.563397,-0.008022839,-0.06947803,0.31147906,0.020906003,-0.647224175,-0.56672642,0.03070381,0
05:15.5,0.9920045,0.47583155,1.082353014,0.7660334,0.9809557,0.259768506,0.778489618,0.8438912,1.2464353,0.39503425,0.59596694,0.7610399,0.563397,-0.097844438,-0.091805955,0.31147906,0.020906003,-0.6403636,-0.574340293,0.03070381,0
05:15.6,0.95081703,0.405401118,1.059638023,0.757517611,0.951851995,0.198488291,0.75497966,0.82124929,1.223888476,0.39503425,0.595803032,0.742564713,0.551005409,-0.139624878,-0.111104708,0.303431287,0.005272778,-0.629147743,-0.57349484,0.024675874,0
05:15.7,0.851716908,0.34968725,1.0104325,0.51055974,0.10784454,0.16127786,0.699027,0.16463391,0.57003057,0.39503425,0.5910497,0.20678428,0.19164927,-0.16399258,-0.12686107,0.07004588,-0.44809076,-0.6392367,-0.5665366,-0.15013427,0
05:15.8,0.752616785,0.322638049,0.960815,0.500132796,0.181826297,0.147500735,0.634961611,0.244666174,0.581332049,0.39503425,0.569911228,0.255658787,0.166075839,-0.169333386,-0.139457646,0.067858873,-0.439423253,-0.656523019,-0.561990468,-0.15801877,0
05:15.9,0.653516663,0.291092748,0.865290218,0.483486314,0.251876576,0.128888033,0.502018073,0.340363834,0.59338166,0.397975191,0.473355053,0.318330064,0.117523229,-0.167934851,-0.164592629,0.05812667,-0.43315883,-0.690776624,-0.559552457,-0.180389456,0
05:16.0,0.55441654,0.28688745,0.822231977,0.470985792,0.251760185,0.120966144,0.434358488,0.35336704,0.601967472,0.399187167,0.441950186,0.325907338,0.095639233,-0.160176737,-0.179058717,0.04843875,-0.442014484,-0.706719621,-0.565889658,-0.198007757,0
