,Delta_TP9,Delta_AF7,Delta_AF8,Delta_TP10,Theta_TP9,Theta_AF7,Theta_AF8,Theta_TP10,Alpha_TP9,Alpha_AF7,Alpha_AF8,Alpha_TP10,Beta_TP9,Beta_AF7,Beta_AF8,Beta_TP10,Gamma_TP9,Gamma_AF7,Gamma_AF8,Gamma_TP10,check
45:57.2,0.49395308,0.71437007,0.882679375,0.8108939,0.39398178,0.466414877,0.358023026,0.47080445,0.26584843,0.426102615,0.323848196,0.3594159,0.13901171,0.078494483,-0.000361295,0.48576012,-0.4398421,-0.633815342,-0.466495899,-0.083976045,0
45:57.3,0.49395308,0.503515428,0.624508528,0.8108939,0.39398178,0.17633217,0.204824347,0.47080445,0.26584843,0.227524671,0.145851482,0.3594159,0.13901171,0.05224653,-0.078552335,0.48576012,-0.4398421,-0.621704919,-0.46898189,-0.083976045,0
45:57.4,0.49395308,0.350506025,0.398235767,0.8108939,0.39398178,-0.060958641,0.154081677,0.47080445,0.26584843,0.084288786,0.060149849,0.3594159,0.13901171,0.014223279,-0.10561689,0.48576012,-0.4398421,-0.611122575,-0.478127455,-0.083976045,0
45:57.5,0.49395308,0.401909792,0.081610532,0.8108939,0.39398178,-0.004983571,0.133368563,0.47080445,0.26584843,0.191831129,-0.015295374,0.3594159,0.13901171,-0.018638208,-0.125965767,0.48576012,-0.4398421,-0.59443195,-0.492769632,-0.083976045,0
45:57.6,0.49395308,0.60043687,0.2711361,0.8108939,0.39398178,0.19269231,0.1734314,0.47080445,0.26584843,0.41366518,0.21995623,0.3594159,0.13901171,-0.041667067,-0.12125575,0.48576012,-0.4398421,-0.5639673,-0.46230412,-0.083976045,0
45:57.7,0.49395308,0.820668415,0.472000563,0.8108939,0.39398178,0.423861448,0.275870717,0.47080445,0.26584843,0.618299985,0.472006752,0.3594159,0.13901171,-0.043810733,-0.110968837,0.48576012,-0.4398421,-0.533744437,-0.440938155,-0.083976045,0
45:57.8,0.49395308,0.999355983,0.651032489,0.8108939,0.39398178,0.616219611,0.395737506,0.47080445,0.26584843,0.718528418,0.590165243,0.3594159,0.13901171,-0.03409354,-0.1013574,0.48576012,-0.4398421,-0.513558848,-0.431574522,-0.083976045,0
45:57.9,0.49395308,1.101082642,0.768033086,0.8108939,0.39398178,0.726045985,0.476129646,0.47080445,0.26584843,0.7298395,0.6082765,0.3594159,0.13901171,-0.027747196,-0.101352227,0.48576012,-0.4398421,-0.510044182,-0.433413084,-0.083976045,0
45:58.0,0.49395308,1.115544893,0.8006464,0.8108939,0.39398178,0.740509125,0.488235282,0.47080445,0.26584843,0.7298395,0.6082765,0.3594159,0.13901171,-0.029899421,-0.107324585,0.48576012,-0.4398421,-0.514519182,-0.437559229,-0.083976045,0
45:58.1,0.49395308,1.1054671,0.81568198,0.8108939,0.39398178,0.728344614,0.479471797,0.47080445,0.26584843,0.7298395,0.6082765,0.3594159,0.13901171,-0.034655274,-0.113954448,0.48576012,-0.4398421,-0.520085185,-0.44277703,-0.083976045,0
45:58.2,0.49395308,1.080033846,0.83236062,0.8108939,0.39398178,0.702982288,0.466441765,0.47080445,0.26584843,0.7298395,0.6082765,0.3594159,0.13901171,-0.039474019,-0.114974151,0.48576012,-0.4398421,-0.526456346,-0.448692106,-0.083976045,0
45:58.3,0.49395308,1.064729063,0.864087222,0.8108939,0.39398178,0.689985875,0.466526983,0.47080445,0.26584843,0.728708387,0.6082765,0.3594159,0.13901171,-0.046138593,-0.110107199,0.48576012,-0.4398421,-0.532378738,-0.453325073,-0.083976045,0
45:58.4,0.49395308,1.066487596,0.904121251,0.8108939,0.39398178,0.693371966,0.475142424,0.47080445,0.26584843,0.7268232,0.610203329,0.3594159,0.13901171,-0.059144414,-0.106101401,0.48576012,-0.4398421,-0.536298637,-0.459123875,-0.083976045,0
