,Delta_TP9,Delta_AF7,Delta_AF8,Delta_TP10,Theta_TP9,Theta_AF7,Theta_AF8,Theta_TP10,Alpha_TP9,Alpha_AF7,Alpha_AF8,Alpha_TP10,Beta_TP9,Beta_AF7,Beta_AF8,Beta_TP10,Gamma_TP9,Gamma_AF7,Gamma_AF8,Gamma_TP10,check
17:36.1,1.538069158,1.086302202,1.071625044,1.522152335,1.102930702,0.151176949,0.061248599,1.186588633,0.982054363,-0.062805206,0.020072298,1.027806621,0.194210526,-0.219160633,-0.253736719,0.298392643,-0.347538004,-0.5017346,-0.482122535,-0.160746726,0
17:36.2,1.5905898,1.0791265,1.0494568,1.5919414,1.168394,0.12217733,0.050408944,1.2682356,0.99643964,-0.062805206,0.054845355,1.055402,0.2075146,-0.17752036,-0.22769079,0.28972927,-0.40438065,-0.47666886,-0.5116165,-0.23673467,0
17:36.3,1.620338671,1.048466063,1.046956317,1.627967546,1.211029771,0.105554214,0.053133031,1.318600808,1.00502876,-0.062805206,0.065548784,1.055402,0.217727539,-0.147588658,-0.211842841,0.293528707,-0.45540177,-0.459281397,-0.534733321,-0.304718904,0
17:36.4,1.63570595,1.0144563,1.049483275,1.6462506,1.232240775,0.085425151,0.058314226,1.344354613,1.007255888,-0.062805206,0.069330273,1.055402,0.22398956,-0.125066789,-0.199723237,0.312069075,-0.496508073,-0.452162963,-0.548525738,-0.356226005,0
17:36.5,1.6377165,0.984695344,1.060786728,1.6486387,1.2350061,0.056111304,0.064778525,1.3477209,1.0075207,-0.063341833,0.077582786,1.055402,0.2248207,-0.105971844,-0.185452293,0.3146941,-0.5020635,-0.450708319,-0.550967043,-0.3631619,0
17:36.6,1.6377165,0.984167164,1.066886855,1.6486387,1.2350061,0.029014937,0.071158968,1.3477209,1.0075207,-0.048752353,0.087063189,1.055402,0.2248207,-0.092076135,-0.172365616,0.3146941,-0.5020635,-0.452140325,-0.544310103,-0.3631619,0
17:36.7,1.6377165,0.990791731,1.065387919,1.6486387,1.2350061,0.009307093,0.088960934,1.3477209,1.0075207,-0.048789594,0.080511545,1.055402,0.2248207,-0.073325004,-0.162604007,0.3146941,-0.5020635,-0.433845902,-0.52965315,-0.3631619,0
17:36.8,1.6377165,0.97068,1.0723009,1.6486387,1.2350061,-0.013358454,0.13232854,1.3477209,1.0075207,-0.048789594,0.030717574,1.055402,0.2248207,-0.052201193,-0.15748294,0.3146941,-0.5020635,-0.42007595,-0.5089719,-0.3631619,0
17:36.9,1.6377165,0.97068,1.096512713,1.6486387,1.2350061,-0.013358454,0.207182567,1.3477209,1.0075207,-0.048789594,-0.019800761,1.055402,0.2248207,-0.052201193,-0.154233356,0.3146941,-0.5020635,-0.42007595,-0.487196938,-0.3631619,0
17:37.0,1.6377165,0.97068,1.087337727,1.6486387,1.2350061,-0.013358454,0.230208104,1.3477209,1.0075207,-0.048789594,-0.051690834,1.055402,0.2248207,-0.052201193,-0.144392882,0.3146941,-0.5020635,-0.42007595,-0.482111925,-0.3631619,0
17:37.1,1.631692283,0.970286683,1.083492067,1.64467365,1.22990165,-0.016272216,0.253592733,1.343198967,1.0027646,-0.048886662,-0.067187087,1.04712085,0.225454172,-0.049557636,-0.1359519,0.315093213,-0.504319383,-0.421923997,-0.477675883,-0.36372929,0
17:37.2,1.5975602,0.967061425,1.090975775,1.623010912,1.200698963,-0.034046108,0.266351954,1.318135525,0.977440513,-0.050089705,-0.070884756,1.005115575,0.229281397,-0.034501887,-0.136577325,0.316582633,-0.517402875,-0.433981251,-0.47417102,-0.366576741,0
17:37.3,1.5694832,0.9582507,1.0981534,1.6101485,1.1749359,-0.056481685,0.27257988,1.3009591,0.9666354,-0.055113643,-0.07324608,1.0009189,0.23390047,-0.021636149,-0.1434557,0.3130396,-0.5300314,-0.4537004,-0.46964636,-0.36665025,0
17:37.4,1.542426464,0.932217853,1.098176247,1.594572944,1.155043956,-0.080471522,0.277069602,1.292431253,0.965668456,-0.082962956,-0.076109445,1.000589456,0.235706046,-0.013344375,-0.152259485,0.310072551,-0.542351296,-0.480619692,-0.464262763,-0.364083674,0
17:37.5,1.481162829,0.839373837,1.099324321,1.550249154,1.130475646,-0.111375255,0.290749167,1.286011479,0.960312346,-0.137112885,-0.088202148,1.000280625,0.232572953,-0.003350984,-0.16821896,0.313271993,-0.567863748,-0.551727686,-0.451793875,-0.360485378,0
17:37.6,1.4790168,0.73364797,1.111575763,1.54862,1.129788,-0.107047428,0.311704253,1.2858955,0.96009797,-0.13893446,-0.099407623,1.0002735,0.23240219,-0.006118931,-0.178184551,0.31346786,-0.5687373,-0.633103885,-0.441534422,-0.36037803,0
17:37.7,1.4790168,0.661562767,1.132148296,1.54862,1.129788,-0.08900959,0.342324227,1.2858955,0.96009797,-0.13893446,-0.102733445,1.0002735,0.23240219,-0.020375318,-0.185479198,0.31346786,-0.5687373,-0.734305013,-0.431648083,-0.36037803,0
17:37.8,1.4790168,0.6464346,1.156875463,1.54862,1.129788,-0.08445875,0.379048471,1.2858955,0.96009797,-0.13893446,-0.105869874,1.0002735,0.23240219,-0.02401257,-0.188502585,0.31346786,-0.5687373,-0.7579745,-0.421973326,-0.36037803,0
