,Delta_TP9,Delta_AF7,Delta_AF8,Delta_TP10,Theta_TP9,Theta_AF7,Theta_AF8,Theta_TP10,Alpha_TP9,Alpha_AF7,Alpha_AF8,Alpha_TP10,Beta_TP9,Beta_AF7,Beta_AF8,Beta_TP10,Gamma_TP9,Gamma_AF7,Gamma_AF8,Gamma_TP10,check
11:52.4,0.306858528,0.34769268,0.914694682,0.219594064,-0.015448589,0.373050801,0.411952508,-0.191667977,0.095401326,0.276599746,0.368944393,0.08852671,0.263722267,-0.146148121,-0.016200336,0.330673329,-0.344392018,-0.646605135,-0.520023711,-0.193033198,0
11:52.5,0.31494164,1.259516581,0.943194611,0.1693567,-0.013671957,1.018501897,0.415853967,-0.19120543,0.08495967,0.800242683,0.374331316,0.07047381,0.27054465,0.003859812,0.01274064,0.3275851,-0.3475139,-0.482904178,-0.510431364,-0.21322685,0
11:52.6,0.31494164,1.4727716,0.95427364,0.1693567,-0.013671957,1.2030021,0.41308442,-0.19120543,0.08495967,0.82225364,0.37396467,0.07047381,0.27054465,0.05849668,0.01672491,0.3275851,-0.3475139,-0.41596514,-0.5095792,-0.21322685,0
11:52.7,0.31494164,1.4727716,0.947803493,0.1693567,-0.013671957,1.2030021,0.399719739,-0.19120543,0.08495967,0.82225364,0.378112342,0.07047381,0.27054465,0.05849668,0.015906861,0.3275851,-0.3475139,-0.41596514,-0.516914571,-0.21322685,0
11:52.8,0.31494164,1.4727716,0.9340395,0.1693567,-0.013671957,1.2030021,0.38665628,-0.19120543,0.08495967,0.82225364,0.38127694,0.07047381,0.27054465,0.05849668,0.013539599,0.3275851,-0.3475139,-0.41596514,-0.52726835,-0.21322685,0
11:52.9,0.31494164,1.486556281,0.892776017,0.1693567,-0.013671957,1.202830503,0.359473472,-0.19120543,0.08495967,0.82225364,0.382293168,0.07047381,0.27054465,0.055390953,0.008368065,0.3275851,-0.3475139,-0.442250369,-0.554665963,-0.21322685,0
11:53.0,0.31494164,1.450429725,0.830524653,0.1693567,-0.013671957,1.163490938,0.317665388,-0.19120543,0.08495967,0.82225364,0.333240643,0.07047381,0.27054465,0.047232408,0.003219552,0.3275851,-0.3475139,-0.478883168,-0.589149913,-0.21322685,0
11:53.1,0.31494164,1.433310171,0.766985475,0.1693567,-0.013671957,1.143664479,0.267114371,-0.19120543,0.08495967,0.82225364,0.314274743,0.07047381,0.27054465,0.049100923,0.000629401,0.3275851,-0.3475139,-0.500275436,-0.610981242,-0.21322685,0
11:53.2,0.31494164,1.4158778,0.6964646,0.1693567,-0.013671957,1.1240082,0.19273861,-0.19120543,0.08495967,0.82225364,0.3371083,0.07047381,0.27054465,0.05405852,-0.001546367,0.3275851,-0.3475139,-0.5085236,-0.6216956,-0.21322685,0
11:53.3,0.31494164,1.390994963,0.628637887,0.1693567,-0.013671957,1.096109392,0.102681449,-0.19120543,0.08495967,0.82225364,0.348574519,0.07047381,0.27054465,0.060755041,-0.004673771,0.3275851,-0.3475139,-0.502768042,-0.624207392,-0.21322685,0
11:53.4,0.31494164,1.362249275,0.567409088,0.1693567,-0.013671957,1.06319445,0.02010117,-0.19120543,0.08495967,0.82225364,0.34907305,0.07047381,0.27054465,0.066448458,-0.00670946,0.3275851,-0.3475139,-0.493972769,-0.621836238,-0.21322685,0
11:53.5,0.31494164,1.330786616,0.497501494,0.1693567,-0.013671957,1.027598284,-0.048754288,-0.19120543,0.08495967,0.82225364,0.345658873,0.07047381,0.27054465,0.067053131,-0.00507578,0.3275851,-0.3475139,-0.490112002,-0.61419566,-0.21322685,0
11:53.6,0.31494164,1.290350252,0.40253323,0.1693567,-0.013671957,0.984027914,-0.101463085,-0.19120543,0.08495967,0.82225364,0.325610134,0.07047381,0.27054465,0.05541278,-0.001357325,0.3275851,-0.3475139,-0.4941332,-0.602734838,-0.21322685,0
11:53.7,0.31494164,1.265822408,0.361195604,0.1693567,-0.013671957,0.95501419,-0.101644452,-0.19120543,0.08495967,0.82225364,0.312172726,0.07047381,0.27054465,0.04042881,-0.003625627,0.3275851,-0.3475139,-0.496481458,-0.599701873,-0.21322685,0
11:53.8,0.31494164,1.2503965,0.35067964,0.1693567,-0.013671957,0.93172187,-0.049455293,-0.19120543,0.08495967,0.82225364,0.29858539,0.07047381,0.27054465,0.027142579,-0.014350739,0.3275851,-0.3475139,-0.4901831,-0.60180575,-0.21322685,0
11:53.9,0.31494164,1.20981722,0.372792621,0.1693567,-0.013671957,0.873412178,0.046382522,-0.19120543,0.08495967,0.816058323,0.290804946,0.07047381,0.27054465,0.010777974,-0.029571759,0.3275851,-0.3475139,-0.482366844,-0.60129811,-0.21322685,0
