,Delta_TP9,Delta_AF7,Delta_AF8,Delta_TP10,Theta_TP9,Theta_AF7,Theta_AF8,Theta_TP10,Alpha_TP9,Alpha_AF7,Alpha_AF8,Alpha_TP10,Beta_TP9,Beta_AF7,Beta_AF8,Beta_TP10,Gamma_TP9,Gamma_AF7,Gamma_AF8,Gamma_TP10
2023-04-29 22:01:05.496,1.1357634,0.742876,1.3227644,1.1121484,0.63073653,0.2762875,0.71206653,0.89608926,0.686073,0.61581624,0.6140354,0.8117868,0.3923826,0.1465878,0.14068581,0.41252586,-0.16672175,-0.33939084,-0.4750855,-0.07192054
2023-04-29 22:01:05.596,1.1357634,0.8168408,1.3227644,1.1121484,0.63073653,0.34694788,0.71206653,0.89608926,0.686073,0.6171262,0.6140354,0.8117868,0.3923826,0.17534912,0.14068581,0.41252586,-0.16672175,-0.34541616,-0.4750855,-0.07192054
2023-04-29 22:01:05.696,1.1357634,0.8261728,1.3227644,1.1121484,0.63073653,0.38938874,0.71206653,0.89608926,0.686073,0.6129139,0.6140354,0.8117868,0.3923826,0.18631393,0.14068581,0.41252586,-0.16672175,-0.37045607,-0.4750855,-0.07192054
2023-04-29 22:01:05.796,1.1357634,0.81705403,1.3227644,1.1121484,0.63073653,0.39963052,0.71206653,0.89608926,0.686073,0.6129139,0.6140354,0.8117868,0.3923826,0.18163347,0.14068581,0.41252586,-0.16672175,-0.37496617,-0.4750855,-0.07192054
2023-04-29 22:01:05.896,1.1357634,0.80642587,1.3227644,1.1121484,0.63073653,0.40809703,0.71206653,0.89608926,0.686073,0.6129139,0.6140354,0.8117868,0.3923826,0.17107578,0.14068581,0.41252586,-0.16672175,-0.376393,-0.4750855,-0.07192054
2023-04-29 22:01:05.996,1.1357634,0.8044498,1.3227644,1.1121484,0.63073653,0.41853365,0.71206653,0.89608926,0.686073,0.6129139,0.6140354,0.8117868,0.3923826,0.1599689,0.14068581,0.41252586,-0.16672175,-0.3744683,-0.4750855,-0.07192054
2023-04-29 22:01:06.096,1.1357634,0.8044498,1.3227644,1.1121484,0.63073653,0.41853365,0.71206653,0.89608926,0.686073,0.6129139,0.6140354,0.8117868,0.3923826,0.1599689,0.14068581,0.41252586,-0.16672175,-0.3744683,-0.4750855,-0.07192054
2023-04-29 22:01:06.196,1.1357634,0.81271434,1.3227644,1.1121484,0.63073653,0.42985433,0.71206653,0.89608926,0.686073,0.6109267,0.6140354,0.8117868,0.3923826,0.15197352,0.14068581,0.41252586,-0.16672175,-0.36583072,-0.4750855,-0.07192054
2023-04-29 22:01:06.296,1.1357634,0.8302097,0.79351056,1.1121484,0.63073653,0.43550852,0.18312235,0.89608926,0.686073,0.6044586,0.13738829,0.8117868,0.3923826,0.14652975,-0.09806565,0.41252586,-0.16672175,-0.3480859,-0.51327145,-0.07192054
2023-04-29 22:01:06.396,1.1357634,0.855677,0.7869152,1.1121484,0.63073653,0.42964137,0.17722657,0.89608926,0.686073,0.59402114,0.29940996,0.8117868,0.3923826,0.13904057,-0.07349346,0.41252586,-0.16672175,-0.32295406,-0.46872497,-0.07192054
2023-04-29 22:01:06.496,1.1357634,0.88074577,0.91722614,1.1121484,0.63073653,0.40850857,0.24993815,0.89608926,0.686073,0.5837924,0.55208445,0.8117868,0.3923826,0.1264845,-0.044397656,0.41252586,-0.16672175,-0.2981708,-0.4185058,-0.07192054
2023-04-29 22:01:06.596,1.1357634,0.8917714,1.0933793,1.1121484,0.63073653,0.3744361,0.3761019,0.89608926,0.686073,0.51241714,0.74451214,0.8117868,0.3923826,0.10856855,-0.011052393,0.41252586,-0.16672175,-0.2832811,-0.3751315,-0.07192054
2023-04-29 22:01:06.696,1.1357634,0.84591126,1.318468,1.1121484,0.63073653,0.2931617,0.567869,0.89608926,0.686073,0.3014101,0.8403734,0.8117868,0.3923826,0.058281798,0.038799338,0.41252586,-0.16672175,-0.29842776,-0.33891508,-0.07192054
2023-04-29 22:01:06.796,1.1357634,0.84591126,1.318468,1.1121484,0.63073653,0.2931617,0.567869,0.89608926,0.686073,0.3014101,0.8403734,0.8117868,0.3923826,0.058281798,0.038799338,0.41252586,-0.16672175,-0.29842776,-0.33891508,-0.07192054
2023-04-29 22:01:06.896,1.1357634,0.7996078,1.3560617,1.1121484,0.63073653,0.25380075,0.5936915,0.89608926,0.686073,0.29869846,0.8408889,0.8117868,0.3923826,0.026966726,0.043959297,0.41252586,-0.16672175,-0.31720445,-0.34560323,-0.07192054
