,Delta_TP9,Delta_AF7,Delta_AF8,Delta_TP10,Theta_TP9,Theta_AF7,Theta_AF8,Theta_TP10,Alpha_TP9,Alpha_AF7,Alpha_AF8,Alpha_TP10,Beta_TP9,Beta_AF7,Beta_AF8,Beta_TP10,Gamma_TP9,Gamma_AF7,Gamma_AF8,Gamma_TP10,check
23:34.6,1.385118,0.846856988,0.054384835,0.80204934,0.8118108,0.574514275,-0.034884694,0.6805553,0.52079815,0.506836522,-0.22572134,0.5239743,0.26322305,0.118135568,-0.07780193,0.23433349,-0.3514715,-0.444663159,-0.38734534,-0.32482684,1
23:34.7,1.385118,0.930893117,0.054384835,0.80204934,0.8118108,0.654133225,0.025317756,0.6805553,0.52079815,0.557243107,-0.22572134,0.5239743,0.26322305,0.137281007,-0.07780193,0.23433349,-0.3514715,-0.41542033,-0.38734534,-0.32482684,1
23:34.8,1.385118,0.999204075,0.054384835,0.80204934,0.8118108,0.717611625,0.085520206,0.6805553,0.52079815,0.574453452,-0.22572134,0.5239743,0.26322305,0.146183303,-0.07780193,0.23433349,-0.3514715,-0.393923386,-0.38734534,-0.32482684,1
23:34.9,1.385118,1.055924236,0.645473671,0.80204934,0.8118108,0.763750244,0.145722656,0.6805553,0.52079815,0.58088296,0.153822011,0.5239743,0.26322305,0.149095062,-0.031449287,0.23433349,-0.3514715,-0.371093869,-0.279005127,-0.32482684,1
23:35.0,1.385118,1.0990498,0.96372783,0.80204934,0.8118108,0.78992707,0.5397272,0.6805553,0.52079815,0.5821371,0.44159162,0.5239743,0.26322305,0.15373941,-0.009148967,0.23433349,-0.3514715,-0.33519417,-0.23945278,-0.32482684,1
23:35.1,1.385118,1.121150117,1.09982666,0.80204934,0.8118108,0.799363874,0.651184721,0.6805553,0.52079815,0.5821371,0.606443564,0.5239743,0.26322305,0.165857008,0.018400754,0.23433349,-0.3514715,-0.296021797,-0.246395292,-0.32482684,1
23:35.2,1.385118,1.131033462,1.196107263,0.80204934,0.8118108,0.80485001,0.717882306,0.6805553,0.52079815,0.5821371,0.652729403,0.5239743,0.26322305,0.183575773,0.043803848,0.23433349,-0.3514715,-0.2588997,-0.258475743,-0.32482684,1
23:35.3,1.385118,1.131904192,1.254523121,0.80204934,0.8118108,0.807805429,0.746117963,0.6805553,0.52079815,0.5821371,0.65831774,0.5239743,0.26322305,0.203280688,0.057988429,0.23433349,-0.3514715,-0.228549876,-0.272606488,-0.32482684,1
23:35.4,1.385118,1.125587163,1.275815238,0.80204934,0.8118108,0.808575454,0.749071786,0.6805553,0.52079815,0.5821371,0.65831774,0.5239743,0.26322305,0.22260364,0.061551921,0.23433349,-0.3514715,-0.207392678,-0.286265192,-0.32482684,1
23:35.5,1.385118,1.117023357,1.273429136,0.80204934,0.8118108,0.805693466,0.742043142,0.6805553,0.52079815,0.5821371,0.65831774,0.5239743,0.26322305,0.238900415,0.059399931,0.23433349,-0.3514715,-0.195265134,-0.298604819,-0.32482684,1
23:35.6,1.385118,1.111029665,1.26476391,0.80204934,0.8118108,0.795764405,0.73660035,0.6805553,0.52079815,0.5821371,0.65831774,0.5239743,0.26322305,0.245884332,0.055937498,0.23433349,-0.3514715,-0.192859694,-0.30893711,-0.32482684,1
23:35.7,1.385118,1.106462878,1.256378936,0.80204934,0.8118108,0.776779219,0.734830233,0.6805553,0.52079815,0.5821371,0.65831774,0.5239743,0.26322305,0.240226275,0.05186865,0.23433349,-0.3514715,-0.197804966,-0.319417277,-0.32482684,1
23:35.8,1.385118,1.097905963,1.242291888,0.80204934,0.8118108,0.746423287,0.733640295,0.6805553,0.52079815,0.5821371,0.65831774,0.5239743,0.26322305,0.219513184,0.046197634,0.23433349,-0.3514715,-0.208621961,-0.333498566,-0.32482684,1
23:35.9,1.385118,1.090218771,1.228342779,0.80204934,0.8118108,0.725489046,0.732996117,0.6805553,0.52079815,0.5821371,0.65831774,0.5239743,0.26322305,0.202080297,0.04545515,0.23433349,-0.3514715,-0.219253755,-0.339746643,-0.32482684,1
23:36.0,1.385118,1.083445325,1.214458063,0.80204934,0.8118108,0.702291534,0.734960195,0.6805553,0.52079815,0.585397792,0.65831774,0.5239743,0.26322305,0.188910908,0.049426424,0.23433349,-0.3514715,-0.233666769,-0.338194409,-0.32482684,1
23:36.1,1.385118,1.065843275,1.214475763,0.80204934,0.8118108,0.666379235,0.748918639,0.6805553,0.52079815,0.577112849,0.662326152,0.5239743,0.26322305,0.180190658,0.056047117,0.23433349,-0.3514715,-0.241007314,-0.331529724,-0.32482684,1
23:36.2,1.385118,1.032137029,1.228425454,0.80204934,0.8118108,0.608373223,0.770914842,0.6805553,0.52079815,0.528173863,0.673004162,0.5239743,0.26322305,0.175044755,0.062660195,0.23433349,-0.3514715,-0.242859223,-0.325211073,-0.32482684,1
23:36.3,1.385118,0.9885746,1.252517517,0.80204934,0.8118108,0.534773107,0.795726836,0.6805553,0.52079815,0.458758839,0.688588989,0.5239743,0.26322305,0.174347997,0.069101465,0.23433349,-0.3514715,-0.240108985,-0.324275715,-0.32482684,1
23:36.4,1.385118,0.944830523,1.280647213,0.80204934,0.8118108,0.465233104,0.818649087,0.6805553,0.52079815,0.409761007,0.707804127,0.5239743,0.26322305,0.178676731,0.075700393,0.23433349,-0.3514715,-0.233776224,-0.330864481,-0.32482684,1
23:36.5,1.385118,0.930412311,1.301919138,0.80204934,0.8118108,0.442741173,0.833628815,0.6805553,0.52079815,0.483269452,0.734245441,0.5239743,0.26322305,0.191386052,0.080786727,0.23433349,-0.3514715,-0.232930854,-0.343833394,-0.32482684,1
23:36.6,1.385118,0.977230427,1.3062637,0.80204934,0.8118108,0.500499659,0.836714799,0.6805553,0.52079815,0.712497367,0.781958156,0.5239743,0.26322305,0.223797114,0.080995957,0.23433349,-0.3514715,-0.260655953,-0.364981116,-0.32482684,1
23:36.7,1.385118,1.002707245,1.301277875,0.80204934,0.8118108,0.524062688,0.83388129,0.6805553,0.52079815,0.733216988,0.808732975,0.5239743,0.26322305,0.247768665,0.078557625,0.23433349,-0.3514715,-0.296995188,-0.37890209,-0.32482684,1
23:36.8,1.2666529,1.045179231,1.296819103,0.80204934,0.877853566,0.54588084,0.835615313,0.6805553,0.623368872,0.780110192,0.823029228,0.5239743,0.440167982,0.287128185,0.077737738,0.23433349,-0.151949421,-0.36610969,-0.397782411,-0.32482684,1
23:36.9,1.0570608,1.085985029,1.303891904,0.80204934,0.99469846,0.571688039,0.850170657,0.6805553,0.80484015,0.812239227,0.826092994,0.5239743,0.7532244,0.319568223,0.083810554,0.23433349,0.20105118,-0.432656366,-0.415637183,-0.32482684,1
23:37.0,1.0570608,1.114292525,1.318413592,0.80204934,0.99469846,0.597285592,0.866292517,0.6805553,0.80484015,0.813147201,0.826172967,0.5239743,0.7532244,0.332049191,0.091517734,0.23433349,0.20105118,-0.484094054,-0.433676792,-0.32482684,1
23:37.1,1.0570608,1.123477075,1.324029133,0.80204934,0.99469846,0.610122817,0.86996931,0.6805553,0.80484015,0.811559029,0.8262279,0.5239743,0.7532244,0.326437549,0.094116754,0.23433349,0.20105118,-0.509036217,-0.448607525,-0.32482684,1
23:37.2,1.0570608,1.123881804,1.322303863,0.80204934,0.99469846,0.613813496,0.867188398,0.6805553,0.80484015,0.8108236,0.8262279,0.5239743,0.7532244,0.319320585,0.093829373,0.23433349,0.20105118,-0.515563925,-0.456473348,-0.32482684,1
23:37.3,1.0570608,1.11861705,1.31256275,0.80204934,0.99469846,0.61429686,0.854839464,0.6805553,0.80484015,0.8108236,0.8262279,0.5239743,0.7532244,0.305530136,0.090737388,0.23433349,0.20105118,-0.513824975,-0.465748675,-0.32482684,1
23:37.4,1.0570608,1.107803875,1.306124629,0.80204934,0.99469846,0.608015788,0.842862618,0.6805553,0.80484015,0.8108236,0.8262279,0.5239743,0.7532244,0.296056217,0.086162873,0.23433349,0.20105118,-0.512821929,-0.471471448,-0.32482684,1
23:37.5,1.0570608,1.085753183,1.301665917,0.80204934,0.99469846,0.590815042,0.83130055,0.6805553,0.80484015,0.8108236,0.8262279,0.5239743,0.7532244,0.288643753,0.080785275,0.23433349,0.20105118,-0.5122563,-0.481473771,-0.32482684,1
23:37.6,1.0570608,1.054332313,1.295579863,0.80204934,0.99469846,0.564751836,0.816045169,0.6805553,0.80484015,0.8108236,0.8262279,0.5239743,0.7532244,0.27820263,0.07525057,0.23433349,0.20105118,-0.509013787,-0.500744613,-0.32482684,1
23:37.7,1.0570608,1.023166929,1.2847825,0.80204934,0.99469846,0.538507613,0.795984973,0.6805553,0.80484015,0.8108236,0.825735625,0.5239743,0.7532244,0.264978994,0.071264848,0.23433349,0.20105118,-0.503149858,-0.528228433,-0.32482684,1
23:37.8,1.0570608,0.994448088,1.265192367,0.80204934,0.99469846,0.514960129,0.77032135,0.6805553,0.80484015,0.8108236,0.823090142,0.5239743,0.7532244,0.253939887,0.068306235,0.23433349,0.20105118,-0.496124819,-0.557769394,-0.32482684,1
23:37.9,1.0570608,0.968110931,1.234611513,0.80204934,0.99469846,0.492633791,0.738993356,0.6805553,0.80484015,0.8108236,0.8161244,0.5239743,0.7532244,0.2430088,0.063384912,0.23433349,0.20105118,-0.492961084,-0.580700665,-0.32482684,1
23:38.0,1.0570608,0.941409027,1.194288417,0.80204934,0.99469846,0.468083097,0.702179333,0.6805553,0.80484015,0.808978158,0.805737258,0.5239743,0.7532244,0.230359342,0.054204061,0.23433349,0.20105118,-0.494816204,-0.592051593,-0.32482684,1
23:38.1,1.0570608,0.8592364,1.1501495,0.80204934,0.99469846,0.38311803,0.65597194,0.6805553,0.80484015,0.766533,0.8012329,0.5239743,0.7532244,0.2045695,0.042646296,0.23433349,0.20105118,-0.51281655,-0.5908499,-0.32482684,1
23:38.2,1.0570608,0.755012733,1.078168556,0.80204934,0.99469846,0.305291594,0.582704863,0.6805553,0.80484015,0.732009965,0.799596786,0.5239743,0.7532244,0.153818609,0.031841924,0.23433349,0.20105118,-0.518662861,-0.577905762,-0.32482684,1
23:38.3,1.0570608,0.646042825,0.986758192,0.80204934,0.99469846,0.262953083,0.503790939,0.6805553,0.80484015,0.70593401,0.780109524,0.5239743,0.7532244,0.091734546,0.025795872,0.23433349,0.20105118,-0.516667967,-0.562278553,-0.32482684,1
23:38.4,1.039763937,0.535472804,0.883229417,0.815568394,0.896398766,0.233102992,0.422913911,0.693170217,0.693830181,0.649537933,0.711237775,0.507005088,0.704244796,0.032588001,0.022899666,0.264599796,0.248358211,-0.51557974,-0.547265036,-0.178192123,1
23:38.5,0.978786598,0.390855546,0.72821005,0.853561992,0.550122751,0.192852435,0.311155693,0.7256309,0.292795275,0.426711182,0.521932579,0.447285434,0.518164329,-0.02448713,0.023442702,0.371272264,0.426816543,-0.518625644,-0.529153842,0.390811675,1
23:38.6,0.983861889,0.293581572,0.598222217,0.811719307,0.600269983,0.167613829,0.229483639,0.68015903,0.330457564,0.113001227,0.40638178,0.456406824,0.510514186,-0.044358509,0.027278898,0.349591753,0.413698563,-0.52426836,-0.518059181,0.41192035,1
23:38.7,0.974212479,0.252551548,0.524365692,0.774758774,0.604468778,0.159452143,0.184618113,0.641558818,0.342473769,-0.036897496,0.376899109,0.45848218,0.492728535,-0.046153908,0.029063704,0.334756483,0.39010097,-0.528719674,-0.513316574,0.411968161,1
23:38.8,0.952387017,0.231821883,0.468565277,0.742793013,0.586240767,0.155945213,0.145663275,0.60536564,0.354599123,-0.053318041,0.368953933,0.45848218,0.468609593,-0.044919457,0.027023325,0.323303047,0.359988273,-0.530646643,-0.510270267,0.40027339,1
23:38.9,0.919335282,0.216373989,0.41318974,0.718284956,0.555761128,0.150370512,0.097960404,0.5727148,0.396358752,-0.048997933,0.367196264,0.45848218,0.444160777,-0.045459188,0.019156918,0.317052423,0.32730002,-0.52834235,-0.507460554,0.379776392,1
23:39.0,0.885789012,0.204747977,0.366561495,0.7033019,0.528345932,0.143323086,0.048663067,0.5514928,0.490879392,-0.045325348,0.364409488,0.45848218,0.429160622,-0.048990218,0.006822502,0.31729934,0.300682746,-0.523921605,-0.505371271,0.36151087,1
23:39.1,0.850925973,0.203132044,0.328123371,0.7033019,0.508909127,0.136884388,-0.008905971,0.5514928,0.608281817,-0.026114697,0.359513559,0.45848218,0.423999607,-0.057786303,-0.012990167,0.31729934,0.276140347,-0.52038752,-0.50323791,0.36151087,1
23:39.2,0.8362441,0.237082701,0.306978009,0.7033019,0.5097588,0.14095292,-0.054525615,0.5514928,0.6604816,0.013956099,0.3293669,0.45848218,0.4268246,-0.072318746,-0.034830392,0.31729934,0.2583223,-0.521111763,-0.5007152,0.36151087,1
23:39.3,0.8362441,0.33240715,0.32616988,0.7033019,0.5097588,0.1886441,-0.05217224,0.5514928,0.6604816,0.22357714,0.274712,0.45848218,0.4268246,-0.08973334,-0.052402657,0.31729934,0.2583223,-0.5237191,-0.49536884,0.36151087,1
23:39.4,0.8362441,0.546850763,0.482503397,0.7033019,0.5097588,0.341413744,0.073519378,0.5514928,0.6604816,0.48417688,0.3760158,0.45848218,0.4268246,-0.103680698,-0.051460232,0.31729934,0.2583223,-0.522465358,-0.482494358,0.36151087,1
23:39.5,0.8362441,0.726288042,0.654213787,0.7033019,0.5097588,0.485150048,0.209844285,0.5514928,0.6604816,0.592701985,0.468987567,0.45848218,0.4268246,-0.107028593,-0.037657538,0.31729934,0.2583223,-0.519689387,-0.467331991,0.36151087,1
23:39.6,0.831956767,0.84072071,0.776453871,0.696946494,0.512733077,0.577090588,0.305431292,0.545401425,0.659666463,0.611508335,0.51554325,0.455582247,0.426159046,-0.104590026,-0.025647031,0.31483445,0.257193648,-0.52080886,-0.452024031,0.365358966,1
23:39.7,0.8142496,0.910924151,0.86165495,0.668623331,0.525998596,0.627694086,0.37434829,0.515596788,0.65656894,0.614306905,0.547515081,0.444214155,0.422185354,-0.099003591,-0.020633294,0.30332353,0.24995583,-0.528159926,-0.435838171,0.380748789,1
23:39.8,0.803348975,0.945427424,0.916878918,0.636887158,0.539639846,0.644078318,0.427190446,0.465728826,0.656536282,0.614764463,0.569987017,0.440244433,0.411257513,-0.090691679,-0.023956141,0.287608077,0.227445112,-0.539257932,-0.420936137,0.385714779,1
23:39.9,0.7804979,0.95897037,0.95329523,0.5787468,0.53730273,0.64228934,0.47294495,0.39060912,0.65578514,0.6099925,0.6063642,0.40502438,0.39249557,-0.082186595,-0.035229143,0.2713914,0.18447794,-0.54848856,-0.40945953,0.3764361,1
23:40.0,0.734039021,0.964393703,0.97543021,0.508394208,0.503558155,0.63616191,0.50520336,0.304988304,0.65364453,0.603407504,0.640224417,0.336376817,0.365666415,-0.080794918,-0.053036401,0.260558573,0.122324708,-0.55079477,-0.404078747,0.348204539,1
23:40.1,0.589004136,0.966352439,0.990358624,0.454443075,0.403314945,0.630307504,0.52520589,0.233647872,0.68954517,0.598906939,0.65111268,0.222425662,0.364268839,-0.093477796,-0.076835854,0.258065358,0.058936573,-0.548707512,-0.404376441,0.300693883,1
23:40.2,0.4612075,0.9665893,0.99767405,0.4498165,0.32196543,0.62716275,0.5357697,0.2275008,0.6914987,0.5973944,0.64816755,0.2123378,0.373796,-0.10936315,-0.09231403,0.25788152,0.026889691,-0.54764944,-0.4064169,0.29648632,1
23:40.3,0.37388071,0.968400529,1.005263943,0.4498165,0.28997432,0.627690721,0.550719419,0.2275008,0.686684543,0.599563114,0.643922933,0.2123378,0.385178415,-0.125242696,-0.096087925,0.25788152,0.015733166,-0.547824508,-0.408121676,0.29648632,1
23:40.4,0.313252874,0.974905675,1.024876863,0.4498165,0.287452875,0.631558756,0.570998625,0.2275008,0.685378144,0.603814187,0.6429242,0.2123378,0.408400268,-0.139149066,-0.092305206,0.25788152,0.021243191,-0.5460962,-0.403759969,0.29648632,1
23:40.5,0.291964549,0.993193018,1.056574697,0.4498165,0.318218018,0.643547304,0.601641433,0.2275008,0.684163429,0.607081257,0.6429242,0.2123378,0.446444818,-0.152388188,-0.078255155,0.25788152,0.045615635,-0.539186722,-0.397124805,0.29648632,1
23:40.6,0.2931789,1.035101463,1.095137525,0.4498165,0.33043313,0.670769557,0.641060484,0.2275008,0.6836748,0.607737817,0.6429242,0.2123378,0.4577609,-0.16103563,-0.054181581,0.25788152,0.054191846,-0.528596925,-0.39176433,0.29648632,1
23:40.7,0.2931789,1.0774885,1.120633625,0.4498165,0.33043313,0.69605697,0.670613308,0.2275008,0.6836748,0.6077468,0.6429242,0.2123378,0.4577609,-0.163731239,-0.036126196,0.25788152,0.054191846,-0.527938821,-0.387993455,0.29648632,1
23:40.8,0.2931789,1.11925835,1.140027167,0.4498165,0.33043313,0.705674398,0.695349189,0.2275008,0.6836748,0.6077468,0.642854589,0.2123378,0.4577609,-0.173349469,-0.021639907,0.25788152,0.054191846,-0.539624014,-0.38360875,0.29648632,1
23:40.9,0.2931789,1.131522863,1.133575975,0.4498165,0.33043313,0.675497732,0.698217535,0.2275008,0.6836748,0.604987613,0.6419302,0.2123378,0.4577609,-0.193218941,-0.0186765,0.25788152,0.054191846,-0.55881723,-0.382666357,0.29648632,1
23:41.0,0.2931789,1.1076377,1.096520579,0.4498165,0.33043313,0.609527932,0.678800742,0.2275008,0.6836748,0.582088657,0.637890988,0.2123378,0.4577609,-0.215357063,-0.026821049,0.25788152,0.054191846,-0.57444749,-0.3889601,0.29648632,1
23:41.1,0.2931789,1.0700074,1.0277731,0.4498165,0.33043313,0.5367737,0.6489799,0.2275008,0.6836748,0.49964187,0.6243299,0.2123378,0.4577609,-0.22639965,-0.040634822,0.25788152,0.054191846,-0.57785493,-0.40619814,0.29648632,1
23:41.2,0.2931789,1.042712322,0.946155727,0.4498165,0.33043313,0.481818957,0.623599865,0.2275008,0.6836748,0.429064425,0.595550039,0.2123378,0.4577609,-0.236765138,-0.054926206,0.25788152,0.054191846,-0.573306786,-0.434123246,0.29648632,1
23:41.3,0.2931789,1.024688871,0.828010946,0.4498165,0.33043313,0.439897632,0.584236088,0.2275008,0.6836748,0.331715062,0.53326508,0.2123378,0.4577609,-0.25510945,-0.077724186,0.25788152,0.054191846,-0.561055333,-0.483136667,0.29648632,1
23:41.4,0.2931789,1.034224,0.7292254,0.4498165,0.33043313,0.43911406,0.5303169,0.2275008,0.6836748,0.31377372,0.48184443,0.2123378,0.4577609,-0.2784878,-0.102116175,0.25788152,0.054191846,-0.5490662,-0.5342235,0.29648632,1
23:41.5,0.2931789,1.055615433,0.7292254,0.4498165,0.33043313,0.448500034,0.5303169,0.2275008,0.6836748,0.31096218,0.48184443,0.2123378,0.4577609,-0.301756683,-0.102116175,0.25788152,0.054191846,-0.542216959,-0.5342235,0.29648632,1
23:41.6,0.2931789,1.093069058,0.7292254,0.4498165,0.33043313,0.467720627,0.5303169,0.2275008,0.6836748,0.30877408,0.48184443,0.2123378,0.4577609,-0.324214752,-0.102116175,0.25788152,0.054191846,-0.536259726,-0.5342235,0.29648632,1
23:41.7,0.2931789,1.1355882,0.7292254,0.4498165,0.33043313,0.49505582,0.5303169,0.2275008,0.6836748,0.30877408,0.48184443,0.2123378,0.4577609,-0.32820415,-0.102116175,0.25788152,0.054191846,-0.5307969,-0.5342235,0.29648632,1
23:41.8,1.568194442,1.184248725,0.7292254,0.4498165,1.351058293,0.530209384,0.5303169,0.2275008,1.140521596,0.307464441,0.48184443,0.2123378,0.332285742,-0.326573747,-0.102116175,0.25788152,-0.012154185,-0.525743608,-0.5342235,0.29648632,1
23:41.9,1.6236299,1.231619838,0.7292254,0.4498165,1.3954333,0.567378799,0.5303169,0.2275008,1.1603845,0.305477932,0.48184443,0.2123378,0.3268303,-0.325108285,-0.102116175,0.25788152,-0.015038795,-0.530048963,-0.5342235,0.29648632,1
23:42.0,1.6236299,1.275454496,0.7292254,0.4498165,1.3954333,0.597435412,0.5303169,0.2275008,1.1603845,0.302145987,0.48184443,0.2123378,0.3268303,-0.332489633,-0.102116175,0.25788152,-0.015038795,-0.552784325,-0.5342235,0.29648632,1
23:42.1,1.6236299,1.305855696,0.7292254,0.4498165,1.3954333,0.60330153,0.5303169,0.2275008,1.1603845,0.29752078,0.48184443,0.2123378,0.3268303,-0.355664473,-0.102116175,0.25788152,-0.015038795,-0.597132304,-0.5342235,0.29648632,1
23:42.2,1.6236299,1.3143245,0.7292254,0.4498165,1.3954333,0.6030118,0.5303169,0.2275008,1.1603845,0.29594746,0.48184443,0.2123378,0.3268303,-0.36438563,-0.102116175,0.25788152,-0.015038795,-0.6129997,-0.5342235,0.29648632,1
23:42.3,1.6236299,1.3143245,0.7292254,0.4498165,1.3954333,0.6030118,0.5303169,0.2275008,1.1603845,0.29594746,0.48184443,0.2123378,0.3268303,-0.36438563,-0.102116175,0.25788152,-0.015038795,-0.6129997,-0.5342235,0.29648632,1
23:42.4,1.6236299,1.3143245,0.7292254,0.4498165,1.3954333,0.6030118,0.5303169,0.2275008,1.1603845,0.29594746,0.48184443,0.2123378,0.3268303,-0.36438563,-0.102116175,0.25788152,-0.015038795,-0.6129997,-0.5342235,0.29648632,1
23:42.5,1.6236299,1.3143245,0.7292254,0.4498165,1.3954333,0.6030118,0.5303169,0.2275008,1.1603845,0.29594746,0.48184443,0.2123378,0.3268303,-0.36438563,-0.102116175,0.25788152,-0.015038795,-0.6129997,-0.5342235,0.29648632,1
23:42.6,1.6236299,1.3143245,0.902474992,0.4498165,1.3954333,0.6030118,0.500497793,0.2275008,1.1603845,0.29594746,0.371464055,0.2123378,0.3268303,-0.36438563,-0.093824329,0.25788152,-0.015038795,-0.6129997,-0.502307029,0.29648632,1
23:42.7,1.6236299,1.3143245,1.291307728,0.4498165,1.3954333,0.6030118,0.418878918,0.2275008,1.1603845,0.29594746,0.109187498,0.2123378,0.3268303,-0.36438563,-0.077716202,0.25788152,-0.015038795,-0.6129997,-0.428166242,0.29648632,1
23:42.8,1.6236299,1.3143245,1.211834538,0.4498165,1.3954333,0.6030118,0.3964426,0.2275008,1.1603845,0.29594746,0.118105675,0.2123378,0.3268303,-0.36438563,-0.095908446,0.25788152,-0.015038795,-0.6129997,-0.419792661,0.29648632,1
23:42.9,1.6236299,1.3143245,1.1855533,0.4498165,1.3954333,0.6030118,0.38915092,0.2275008,1.1603845,0.29594746,0.11957383,0.2123378,0.3268303,-0.36438563,-0.10412185,0.25788152,-0.015038795,-0.6129997,-0.4125082,0.29648632,1
23:43.0,1.6236299,1.3143245,1.1855533,0.4498165,1.3954333,0.6030118,0.38915092,0.2275008,1.1603845,0.29594746,0.11957383,0.2123378,0.3268303,-0.36438563,-0.10412185,0.25788152,-0.015038795,-0.6129997,-0.4125082,0.29648632,1
