,Delta_TP9,Delta_AF7,Delta_AF8,Delta_TP10,Theta_TP9,Theta_AF7,Theta_AF8,Theta_TP10,Alpha_TP9,Alpha_AF7,Alpha_AF8,Alpha_TP10,Beta_TP9,Beta_AF7,Beta_AF8,Beta_TP10,Gamma_TP9,Gamma_AF7,Gamma_AF8,Gamma_TP10,check
21:12.8,0.447035923,0.335312163,0.451565829,0.34158679,0.206991549,0.131281151,0.164602468,0.21414374,0.39722255,0.046661588,0.269972097,0.51364595,0.108571724,-0.13162275,-0.131589056,0.440174904,-0.05128014,-0.579750303,-0.751971604,0.10441515,1
21:12.9,0.421799931,0.341258745,0.469210998,0.3427637,0.194348668,0.170551875,0.1962537,0.20975015,0.39722255,0.17376532,0.241689226,0.51364595,0.107038114,-0.112596314,-0.147804949,0.445255981,-0.043100274,-0.545351225,-0.727767194,0.119123908,1
21:13.0,0.418107123,0.360515898,0.486251505,0.350556306,0.191742961,0.230216654,0.235804896,0.202620245,0.39722255,0.329531473,0.214897245,0.51364595,0.098059696,-0.096293702,-0.15860375,0.43884757,-0.045324077,-0.520078883,-0.701038715,0.128102088,1
21:13.1,0.43077092,0.395348397,0.494430922,0.363403665,0.198541788,0.300474429,0.274933679,0.19760121,0.391157652,0.441201533,0.156235853,0.505390169,0.081651762,-0.081602617,-0.166697305,0.422073929,-0.05315293,-0.495563729,-0.672225554,0.130778163,1
21:13.2,0.447269961,0.44258817,0.48244,0.37532353,0.208466502,0.360642943,0.299935389,0.198933601,0.361094688,0.4621655,0.083080783,0.46087572,0.061909776,-0.069037112,-0.173367636,0.399175303,-0.058914347,-0.470571598,-0.648875169,0.125751906,1
21:13.3,0.457398652,0.492528402,0.446606842,0.382331948,0.211793239,0.402275416,0.302466938,0.210188743,0.306679549,0.4621655,0.038029406,0.351755671,0.045614548,-0.056806567,-0.179107843,0.376361104,-0.05225167,-0.445782574,-0.635082941,0.117018585,1
21:13.4,0.467078609,0.544399832,0.403869815,0.395005269,0.200645327,0.43522002,0.279120579,0.231835718,0.258014651,0.4621655,0.021881655,0.167142182,0.041359969,-0.039688522,-0.182467568,0.361454539,-0.023541339,-0.423272466,-0.629955029,0.115768053,1
21:13.5,0.477813421,0.601657035,0.407972967,0.412903963,0.194498679,0.46691945,0.25684701,0.248186303,0.23906689,0.461258769,0.040166332,-0.008271973,0.046226759,-0.023942864,-0.181385807,0.360163119,0.004991223,-0.411211113,-0.625864763,0.128499065,1
21:13.6,0.488257245,0.657016013,0.435980601,0.436717916,0.206700832,0.493798272,0.249465405,0.254693207,0.23545814,0.45974755,0.053542302,-0.153570953,0.048711653,-0.013518216,-0.182810748,0.366150884,0.01821452,-0.40392569,-0.618460041,0.14716561,1
21:13.7,0.49319673,0.679020887,0.434932484,0.45414174,0.2289024,0.507780862,0.256350585,0.2540413,0.23545814,0.45974755,0.052540803,-0.24785359,0.04622844,-0.009149314,-0.19339231,0.37376636,0.016890742,-0.395321384,-0.609516469,0.16351978,1
