,Delta_TP9,Delta_AF7,Delta_AF8,Delta_TP10,Theta_TP9,Theta_AF7,Theta_AF8,Theta_TP10,Alpha_TP9,Alpha_AF7,Alpha_AF8,Alpha_TP10,Beta_TP9,Beta_AF7,Beta_AF8,Beta_TP10,Gamma_TP9,Gamma_AF7,Gamma_AF8,Gamma_TP10,check
03:29.0,1.36888619,0.029538588,0.880259083,1.305227577,0.932347062,-0.05224774,0.562041274,0.803132463,1.023837,0.221190772,0.5348726,0.815898828,0.515436357,0.043046327,0.043896881,0.555956106,-0.024474808,-0.38687388,-0.449534411,0.37015176,1
03:29.1,1.363408142,-0.16117139,0.836929583,1.3166071,0.91530385,-0.126142235,0.512911725,0.80549216,1.023837,0.221155635,0.5348726,0.81768537,0.494200355,0.025342852,0.032665229,0.5527329,-0.051958757,-0.38456435,-0.432193674,0.37796247,1
03:29.2,1.338835938,-0.229283859,0.805563963,1.3166071,0.892434533,-0.176222845,0.4815003,0.80549216,1.023837,0.235966689,0.5348726,0.81768537,0.48065849,0.012344661,0.018674204,0.5527329,-0.068064099,-0.382511664,-0.418049887,0.37796247,1
03:29.3,1.316608187,-0.23510377,0.748412867,1.3166071,0.875516438,-0.212833863,0.450883648,0.80549216,1.023837,0.240446592,0.522175406,0.81768537,0.471587198,0.004303307,-0.002551505,0.5527329,-0.074163375,-0.386859721,-0.413881434,0.37796247,1
03:29.4,1.28797825,-0.213601093,0.667806355,1.2902416,0.85263105,-0.250572788,0.407825183,0.782679935,1.010287875,0.237755241,0.514152663,0.81768537,0.423976678,-0.005512227,-0.024832204,0.545616775,-0.089600129,-0.400613551,-0.414026006,0.372137326,1
03:29.5,1.264905666,-0.17290293,0.570628489,1.27845238,0.83140968,-0.291171081,0.338185908,0.765381697,0.960478245,0.215096172,0.502547588,0.80891396,0.368544978,-0.023300779,-0.043444245,0.533607532,-0.107484468,-0.428279991,-0.412521927,0.368866955,1
03:29.6,1.247296977,-0.090485913,0.44939473,1.2802995,0.813767051,-0.318817779,0.223001664,0.7637267,0.899485596,0.17184827,0.44232168,0.80489373,0.341615148,-0.051023308,-0.052064867,0.53006023,-0.118064174,-0.465443416,-0.402681727,0.36896995,1
03:29.7,1.241812275,-0.010623137,0.356833438,1.291362183,0.805869975,-0.305907563,0.135472184,0.771417308,0.882954397,0.152617468,0.378131767,0.799137088,0.337252183,-0.069336977,-0.054408813,0.525913996,-0.123362261,-0.485393471,-0.394793687,0.377821503,1
03:29.8,1.246532862,0.196484329,0.218139632,1.3243403,0.798125253,-0.179045005,0.012530183,0.787318689,0.843577813,0.155080947,0.262681546,0.780622852,0.336317777,-0.093423819,-0.056015285,0.518132258,-0.134797655,-0.505786213,-0.385861198,0.404081848,1
03:29.9,1.259691046,0.451963185,0.158093363,1.357669108,0.79509055,0.031115593,-0.033315061,0.795378008,0.787053187,0.228596813,0.196599967,0.77683276,0.33623702,-0.103693902,-0.056551771,0.508215688,-0.146341627,-0.509405679,-0.384705775,0.434197232,1
03:30.0,1.26674895,0.54672225,0.13919392,1.377541925,0.792224883,0.11173649,-0.047996461,0.797895005,0.74555693,0.2575875,0.170449823,0.77683276,0.335069923,-0.105970837,-0.057906053,0.498775433,-0.154277222,-0.508867425,-0.385131502,0.454292263,1
03:30.1,1.272301586,0.572300868,0.12998885,1.408208414,0.783006448,0.136030624,-0.06063473,0.797684354,0.669459489,0.2575875,0.146115745,0.77683276,0.330194618,-0.103787581,-0.063923023,0.476087267,-0.170082628,-0.505875093,-0.385933825,0.489002137,1
03:30.2,1.2648072,0.5961232,0.13384517,1.4269176,0.76852757,0.15665272,-0.06841597,0.7922129,0.62022656,0.2575875,0.13444161,0.77683276,0.3228393,-0.100030415,-0.07526537,0.4528556,-0.18622664,-0.5055319,-0.38384172,0.51266825,1
03:30.3,1.2013008,0.636045197,0.137824907,1.4269176,0.718807045,0.186073139,-0.057327263,0.7922129,0.556480333,0.2575875,0.091354679,0.77683276,0.309062495,-0.096509986,-0.110204626,0.4528556,-0.213489903,-0.515787241,-0.370581221,0.51266825,1
03:30.4,1.0608081,0.680851042,0.128217365,1.4269176,0.632850842,0.218711024,-0.013956812,0.7922129,0.425296499,0.2575875,0.062891243,0.77683276,0.295846674,-0.097847557,-0.157037668,0.4528556,-0.227111051,-0.537927402,-0.355566232,0.51266825,1
03:30.5,0.863986421,0.727394704,0.112148205,1.4269176,0.541048004,0.25657754,0.047680584,0.7922129,0.177403601,0.255895759,0.039842699,0.77683276,0.288039308,-0.099237198,-0.19654164,0.4528556,-0.213201861,-0.567565047,-0.354944889,0.51266825,1
03:30.6,0.8106461,0.76709295,0.107496941,1.4269176,0.5189306,0.292328613,0.107445801,0.7922129,0.104883045,0.249012135,0.017340197,0.77683276,0.2865748,-0.09762944,-0.217316049,0.4528556,-0.20732138,-0.595381125,-0.370527136,0.51266825,1
03:30.7,0.8106461,0.8091607,0.10727484,1.4269176,0.5189306,0.332909902,0.13326856,0.7922129,0.104883045,0.23096105,0.007884214,0.77683276,0.2865748,-0.09507551,-0.22445753,0.4528556,-0.20732138,-0.625296588,-0.3789758,0.51266825,1
03:30.8,0.8106461,0.855040142,0.10727484,1.4269176,0.5189306,0.378347043,0.13326856,0.7922129,0.104883045,0.201317705,0.007884214,0.77683276,0.2865748,-0.093518025,-0.22445753,0.4528556,-0.20732138,-0.653954774,-0.3789758,0.51266825,1
