,Delta_TP9,Delta_AF7,Delta_AF8,Delta_TP10,Theta_TP9,Theta_AF7,Theta_AF8,Theta_TP10,Alpha_TP9,Alpha_AF7,Alpha_AF8,Alpha_TP10,Beta_TP9,Beta_AF7,Beta_AF8,Beta_TP10,Gamma_TP9,Gamma_AF7,Gamma_AF8,Gamma_TP10,check
30:08.4,1.0020853,0.611092073,0.473792839,1.0486501,0.7363602,0.202782244,0.05941628,0.62456125,0.390691,0.288966708,0.155723973,0.69287795,0.1723452,0.020670841,-0.077259315,0.31221822,0.018619945,-0.378813038,-0.481783811,-0.08684649,1
30:08.5,1.0020853,0.669095735,0.559842779,1.0486501,0.7363602,0.309640516,-0.019182518,0.62456125,0.390691,0.294861543,0.180201962,0.69287795,0.1723452,0.011628741,-0.073710587,0.31221822,0.018619945,-0.413051396,-0.428228046,-0.08684649,1
30:08.6,1.0020853,0.698497017,0.608499354,1.0486501,0.7363602,0.364620863,-0.006901104,0.62456125,0.390691,0.344412712,0.188887106,0.69287795,0.1723452,-0.001664019,-0.078174148,0.31221822,0.018619945,-0.432935672,-0.408367878,-0.08684649,1
30:08.7,1.0020853,0.714204096,0.629663208,1.0486501,0.7363602,0.390273163,0.009217111,0.62456125,0.390691,0.361577062,0.186636714,0.69287795,0.1723452,-0.010895503,-0.082600511,0.31221822,0.018619945,-0.443009374,-0.401421047,-0.08684649,1
30:08.8,1.0020853,0.733043313,0.646835475,1.0486501,0.7363602,0.412670422,0.033291042,0.62456125,0.390691,0.366560733,0.1825333,0.69287795,0.1723452,-0.024246957,-0.090855145,0.31221822,0.018619945,-0.452871177,-0.399556232,-0.08684649,1
30:08.9,1.0020853,0.740233861,0.654689426,1.0486501,0.7363602,0.417830964,0.046226361,0.62456125,0.390691,0.370283064,0.1825333,0.69287795,0.1723452,-0.043770232,-0.105160025,0.31221822,0.018619945,-0.459014125,-0.41098108,-0.08684649,1
30:09.0,1.0020853,0.725427178,0.656551452,1.0486501,0.7363602,0.411369046,0.039448601,0.62456125,0.390691,0.3728567,0.17967819,0.69287795,0.1723452,-0.065565423,-0.121057543,0.31221822,0.018619945,-0.463766543,-0.430341896,-0.08684649,1
30:09.1,1.0020853,0.697173871,0.653230349,1.0486501,0.7363602,0.404204,0.024595001,0.62456125,0.390691,0.368978585,0.171951416,0.69287795,0.1723452,-0.086315759,-0.134803885,0.31221822,0.018619945,-0.470633931,-0.451078212,-0.08684649,1
30:09.2,1.0020853,0.658410637,0.643981859,1.0486501,0.7363602,0.397747198,0.008477496,0.62456125,0.390691,0.358522581,0.167214728,0.69287795,0.1723452,-0.107288859,-0.146331003,0.31221822,0.018619945,-0.482126082,-0.473298208,-0.08684649,1
30:09.3,1.0020853,0.605180869,0.626297139,1.0486501,0.7363602,0.390081421,-0.000887869,0.62456125,0.390691,0.347468288,0.178620977,0.69287795,0.1723452,-0.131426355,-0.154891757,0.31221822,0.018619945,-0.504748444,-0.497784697,-0.08684649,1
30:09.4,1.0020853,0.575679608,0.61328979,1.0486501,0.7363602,0.38402699,0.002320893,0.62456125,0.390691,0.34595022,0.185659322,0.69287795,0.1723452,-0.144698198,-0.157619678,0.31221822,0.018619945,-0.522530705,-0.50907949,-0.08684649,1
30:09.5,1.0020853,0.552963585,0.599611588,1.0486501,0.7363602,0.375914355,0.012199418,0.62456125,0.390691,0.34595022,0.190132662,0.69287795,0.1723452,-0.155654409,-0.159236393,0.31221822,0.018619945,-0.541552707,-0.516714186,-0.08684649,1
30:09.6,1.0020853,0.530435646,0.573018043,1.0486501,0.7363602,0.35044084,0.027657143,0.62456125,0.390691,0.34595022,0.223698766,0.69287795,0.1723452,-0.169868051,-0.168274031,0.31221822,0.018619945,-0.571133243,-0.532609779,-0.08684649,1
30:09.7,1.0020853,0.50129603,0.54087724,1.0486501,0.7363602,0.308905498,0.033279729,0.62456125,0.390691,0.342985584,0.242427695,0.69287795,0.1723452,-0.184680701,-0.185900659,0.31221822,0.018619945,-0.598851308,-0.557211146,-0.08684649,1
30:09.8,1.0020853,0.472419313,0.512698981,1.0486501,0.7363602,0.263575492,0.035495428,0.62456125,0.390691,0.337502961,0.235613232,0.69287795,0.1723452,-0.197852619,-0.204686434,0.31221822,0.018619945,-0.622123025,-0.578987952,-0.08684649,1
30:09.9,1.0020853,0.463007074,0.441882754,1.0486501,0.7363602,0.181187389,0.030664255,0.62456125,0.390691,0.338894032,0.212327103,0.69287795,0.1723452,-0.217862348,-0.23882512,0.31221822,0.018619945,-0.656139762,-0.622663086,-0.08684649,1
30:10.0,1.0020853,0.532595113,0.34247665,1.0486501,0.7363602,0.097463416,0.020489873,0.62456125,0.390691,0.352736015,0.198322833,0.69287795,0.1723452,-0.236298709,-0.270089809,0.31221822,0.018619945,-0.680615511,-0.66977253,-0.08684649,1
30:10.1,1.0020853,0.683637296,0.213789947,1.0486501,0.7363602,0.039581156,0.0039982,0.62456125,0.390691,0.36479981,0.185438408,0.69287795,0.1723452,-0.252947136,-0.291361459,0.31221822,0.018619945,-0.687037454,-0.715179049,-0.08684649,1
30:10.2,1.0020853,0.671240847,-0.01823345,1.0486501,0.7363602,-0.09031459,-0.036574239,0.62456125,0.390691,0.310132544,0.154839594,0.69287795,0.1723452,-0.275947281,-0.299677206,0.31221822,0.018619945,-0.726843025,-0.77156205,-0.08684649,1
30:10.3,1.0020853,0.6653355,-0.16508533,1.0486501,0.7363602,-0.15020119,-0.064609796,0.62456125,0.390691,0.25519037,0.13883467,0.69287795,0.1723452,-0.2916521,-0.29868272,0.31221822,0.018619945,-0.7442824,-0.7999893,-0.08684649,1
30:10.4,1.0020853,0.667898258,-0.357624774,1.0486501,0.7363602,-0.18419785,-0.100412552,0.62456125,0.390691,0.222942843,0.117889914,0.69287795,0.1723452,-0.322124975,-0.291326829,0.31221822,0.018619945,-0.757372561,-0.833397648,-0.08684649,1
30:10.5,1.0020853,0.6852782,-0.304154586,1.0486501,0.7363602,-0.177036282,-0.1170687,0.62456125,0.390691,0.190501777,0.102207122,0.69287795,0.1723452,-0.292968909,-0.279081358,0.31221822,0.018619945,-0.761621083,-0.853479283,-0.08684649,1
30:10.6,1.0020853,0.718713708,-0.250684397,1.0486501,0.7363602,-0.130900374,-0.114048398,0.62456125,0.390691,0.20494287,0.092610207,0.69287795,0.1723452,-0.263812843,-0.26597088,0.31221822,0.018619945,-0.75520925,-0.85523135,-0.08684649,1
30:10.7,1.0020853,0.805185541,-0.197214209,1.0486501,0.7363602,0.115933113,-0.10278456,0.62456125,0.390691,0.431969368,0.07136545,0.69287795,0.1723452,-0.234656778,-0.252700551,0.31221822,0.018619945,-0.713223121,-0.845285606,-0.08684649,1
30:10.8,1.0020853,0.8895192,-0.14374402,1.0486501,0.7363602,0.26472294,-0.094297096,0.62456125,0.390691,0.44783542,0.027466051,0.69287795,0.1723452,-0.13855398,-0.2434686,0.31221822,0.018619945,-0.6543344,-0.83096135,-0.08684649,1
30:10.9,1.0020853,0.964664704,-0.090273832,1.0486501,0.7363602,0.372438438,-0.094297096,0.62456125,0.390691,0.516692092,0.027466051,0.69287795,0.1723452,-0.075271018,-0.2434686,0.31221822,0.018619945,-0.590866954,-0.83096135,-0.08684649,1
30:11.0,1.0020853,1.038038825,-0.036803644,1.0486501,0.7363602,0.454575355,-0.094297096,0.62456125,0.390691,0.563792501,0.027466051,0.69287795,0.1723452,-0.034381098,-0.2434686,0.31221822,0.018619945,-0.538581363,-0.83096135,-0.08684649,1
30:11.1,1.0020853,1.116251196,0.016666545,1.0486501,0.7363602,0.53425505,-0.094297096,0.62456125,0.390691,0.630842506,0.027466051,0.69287795,0.1723452,-3.15E-05,-0.2434686,0.31221822,0.018619945,-0.496710835,-0.83096135,-0.08684649,1
30:11.2,1.0020853,1.201396321,0.070136733,1.0486501,0.7363602,0.626380983,-0.094297096,0.62456125,0.390691,0.718518985,0.027466051,0.69287795,0.1723452,0.03880927,-0.2434686,0.31221822,0.018619945,-0.461814113,-0.83096135,-0.08684649,1
30:11.3,1.0020853,1.306509669,0.123606922,1.0486501,0.7363602,0.741535971,-0.059921999,0.62456125,0.390691,0.812577613,0.048819001,0.69287795,0.1723452,0.088184299,-0.227082221,0.31221822,0.018619945,-0.427616597,-0.814318536,-0.08684649,1
30:11.4,1.0020853,1.3686312,0.17707711,1.0486501,0.7363602,0.8115205,1.1432064,0.62456125,0.390691,0.8340907,0.79617226,0.69287795,0.1723452,0.13115962,0.34644106,0.31221822,0.018619945,-0.39372236,-0.23182005,-0.08684649,1
30:11.5,1.177599643,1.388940343,0.230547299,1.0486501,1.180273297,0.86117126,1.1432064,0.62456125,1.153347177,0.8340907,0.79617226,0.69287795,0.550819622,0.173632414,0.34644106,0.31221822,0.389070159,-0.375100368,-0.23182005,-0.08684649,1
30:11.6,1.151026,1.3783748,0.284017487,1.0486501,1.1611226,0.8888694,1.1432064,0.62456125,1.1929985,0.8340907,0.79617226,0.69287795,0.5817437,0.20488839,0.34644106,0.31221822,0.43360463,-0.37557226,-0.23182005,-0.08684649,1
30:11.7,1.115886213,1.3783748,0.337487675,1.0486501,1.122733733,0.8888694,1.1432064,0.62456125,1.200681308,0.8340907,0.79617226,0.69287795,0.596162246,0.20488839,0.34644106,0.31221822,0.461372552,-0.37557226,-0.23182005,-0.08684649,1
30:11.8,1.085851229,1.3783748,0.390957864,1.0486501,1.081464875,0.8888694,1.1432064,0.62456125,1.2027031,0.8340907,0.79617226,0.69287795,0.602530648,0.20488839,0.34644106,0.31221822,0.477780248,-0.37557226,-0.23182005,-0.08684649,1
30:11.9,1.06409348,1.3783748,0.444428052,1.0486501,1.04128428,0.8888694,1.1432064,0.62456125,1.2027031,0.8340907,0.79617226,0.69287795,0.594485016,0.20488839,0.34644106,0.31221822,0.474011749,-0.37557226,-0.23182005,-0.08684649,1
30:12.0,1.0471019,1.4341905,0.497898241,1.0486501,1.0040668,0.85840946,1.1432064,0.62456125,1.2027031,0.8340907,0.79617226,0.69287795,0.5686073,0.16797937,0.34644106,0.31221822,0.44713157,-0.3752623,-0.23182005,-0.08684649,1
30:12.1,1.039177825,1.4341905,0.551368429,1.0486501,0.992566481,0.85840946,1.1432064,0.62456125,1.2027031,0.8340907,0.79617226,0.69287795,0.553802967,0.16797937,0.34644106,0.31221822,0.429619664,-0.3752623,-0.23182005,-0.08684649,1
30:12.2,1.028235725,1.461234825,0.604838618,1.0486501,0.976855044,0.86341362,1.1432064,0.62456125,1.2027031,0.829050385,0.79617226,0.69287795,0.536641813,0.13988501,0.34644106,0.31221822,0.399703354,-0.36358105,-0.23182005,-0.08684649,1
30:12.3,1.02620565,1.492569529,0.658308806,1.0486501,0.968753102,0.873724846,1.1432064,0.62456125,1.2027031,0.822867333,0.79617226,0.69287795,0.544966318,0.109252399,0.34644106,0.31221822,0.384745548,-0.358176504,-0.23182005,-0.08684649,1
30:12.4,1.026116204,1.529097167,0.711778994,1.172433121,0.958250125,0.889180471,1.1432064,0.627584495,1.202987567,0.8214297,0.79617226,0.427758218,0.568085447,0.085485921,0.34644106,0.253002864,0.374871734,-0.36192183,-0.23182005,0.052262137,1
30:12.5,1.027233044,1.575461925,0.765249183,1.2234026,0.940800224,0.915641245,1.1432064,0.62882936,1.206665003,0.8214297,0.79617226,0.31859127,0.601736088,0.074504525,0.34644106,0.22862007,0.365741795,-0.372479857,-0.23182005,0.10954216,1
30:12.6,1.0365847,1.5868955,0.818719371,1.2234026,0.91677797,0.92268676,1.1432064,0.62882936,1.2081422,0.8214297,0.79617226,0.31859127,0.6346544,0.07314465,0.34644106,0.22862007,0.35393858,-0.3753502,-0.23182005,0.10954216,1
30:12.7,1.039111065,1.5868955,0.87218956,1.2234026,0.863779578,0.92268676,1.1432064,0.62882936,1.207323226,0.8214297,0.79617226,0.31859127,0.654130091,0.07314465,0.34644106,0.22862007,0.340411354,-0.3753502,-0.23182005,0.10954216,1
30:12.8,1.0541632,1.5868955,0.925659748,1.2234026,0.82314715,0.92268676,1.1432064,0.62882936,1.199645444,0.8214297,0.79617226,0.31859127,0.667405501,0.07314465,0.34644106,0.22862007,0.326694563,-0.3753502,-0.23182005,0.10954216,1
30:12.9,1.046646038,1.5868955,0.979129937,1.2234026,0.778875558,0.92268676,1.1432064,0.62882936,1.184396417,0.8214297,0.79617226,0.31859127,0.676090844,0.07314465,0.34644106,0.22862007,0.321710308,-0.3753502,-0.23182005,0.10954216,1
30:13.0,1.04141925,1.5868955,1.032600125,1.2234026,0.738084884,0.92268676,1.1432064,0.62882936,1.150718717,0.8214297,0.79617226,0.31859127,0.680916479,0.07314465,0.34644106,0.22862007,0.311375784,-0.3753502,-0.23182005,0.10954216,1
30:13.1,1.045483837,1.5868955,1.086070313,1.2234026,0.710976449,0.92268676,1.1432064,0.62882936,1.0910101,0.8214297,0.79617226,0.31859127,0.682735913,0.07314465,0.34644106,0.22862007,0.287387273,-0.3753502,-0.23182005,0.10954216,1
30:13.2,1.058422258,1.5868955,1.139540502,1.2234026,0.701251551,0.92268676,1.1432064,0.62882936,1.001154537,0.8214297,0.79617226,0.31859127,0.683143721,0.07314465,0.34644106,0.22862007,0.249025885,-0.3753502,-0.23182005,0.10954216,1
30:13.3,1.07469135,1.5868955,1.19301069,1.2234026,0.7034272,0.92268676,1.1432064,0.62882936,0.882857943,0.8214297,0.79617226,0.31859127,0.685716667,0.07314465,0.34644106,0.22862007,0.203244558,-0.3753502,-0.23182005,0.10954216,1
30:13.4,1.093190125,1.5868955,1.246480879,1.2234026,0.712584921,0.92268676,1.1432064,0.62882936,0.773398058,0.8214297,0.79617226,0.31859127,0.698621323,0.07314465,0.34644106,0.22862007,0.156494099,-0.3753502,-0.23182005,0.10954216,1
30:13.5,1.113203933,1.5868955,1.299951067,1.2234026,0.720094756,0.92268676,1.1432064,0.62882936,0.748510343,0.8214297,0.79617226,0.31859127,0.729967768,0.07314465,0.34644106,0.22862007,0.139115589,-0.3753502,-0.23182005,0.10954216,1
30:13.6,1.133345713,1.5868955,1.353421256,1.2234026,0.71484301,0.92268676,1.1432064,0.62882936,0.74780846,0.8214297,0.79617226,0.31859127,0.764603447,0.07314465,0.34644106,0.22862007,0.147158596,-0.3753502,-0.23182005,0.10954216,1
30:13.7,1.156043825,1.44252775,1.406891444,1.2234026,0.694358569,0.751003848,1.1432064,0.62882936,0.74780846,0.61714065,0.79617226,0.31859127,0.800465563,0.065218379,0.34644106,0.22862007,0.159395714,-0.315665012,-0.23182005,0.10954216,1
