,Delta_TP9,Delta_AF7,Delta_AF8,Delta_TP10,Theta_TP9,Theta_AF7,Theta_AF8,Theta_TP10,Alpha_TP9,Alpha_AF7,Alpha_AF8,Alpha_TP10,Beta_TP9,Beta_AF7,Beta_AF8,Beta_TP10,Gamma_TP9,Gamma_AF7,Gamma_AF8,Gamma_TP10,check
52:35.0,0.8892951,0.077829229,0.439278607,0.9333454,0.8334888,-0.162349864,0.249034086,0.73887336,0.6096399,0.258520129,0.301745584,0.39553875,0.48642924,-0.105754056,-0.174498897,0.33535513,-0.12895054,-0.525450653,-0.543177947,0.068280526,1
52:35.1,0.8892951,0.25419778,0.42042118,0.9333454,0.8334888,-0.03681794,0.22937478,0.73887336,0.6096399,0.3396381,0.29303542,0.39553875,0.48642924,-0.066538796,-0.18602785,0.33535513,-0.12895054,-0.5624055,-0.55156505,0.068280526,1
52:35.2,0.946066773,0.345455789,0.400129511,0.981973281,0.886870072,0.012448628,0.207330889,0.779436118,0.600861617,0.340227481,0.287978678,0.39553875,0.497821618,-0.062936996,-0.196573781,0.354097049,-0.123190506,-0.606065722,-0.578928438,0.079284202,1
52:35.3,0.990036863,0.388824334,0.359410675,1.019079458,0.931389867,0.030012048,0.186130432,0.818219506,0.572056306,0.34024432,0.289616852,0.39553875,0.505410912,-0.070578123,-0.209034037,0.366945935,-0.111480705,-0.647012021,-0.606236042,0.076640479,1
52:35.4,1.015220046,0.40428234,0.297856992,1.037512038,0.964223392,0.034189673,0.163363196,0.849942706,0.543087998,0.34024432,0.293295494,0.39553875,0.514161733,-0.080800883,-0.222796635,0.376698824,-0.095161622,-0.677739633,-0.625830075,0.067715471,1
52:35.5,1.024846188,0.407930801,0.219618825,1.0379184,0.990443275,0.034551889,0.138103741,0.876397355,0.508918484,0.34024432,0.290573525,0.391370146,0.526183368,-0.091240734,-0.239616899,0.38397309,-0.077810896,-0.699368888,-0.641581156,0.054439335,1
52:35.6,1.0236638,0.406830859,0.115037269,1.0254962,1.0064346,0.033087271,0.089575323,0.89229894,0.45312697,0.340688814,0.287981785,0.36218992,0.53564644,-0.101922256,-0.264430583,0.38352558,-0.06522823,-0.710459238,-0.652681537,0.036762018,1
52:35.7,1.0236638,0.426003473,-0.032651353,1.0254962,1.0064346,0.044858811,-0.009351852,0.89229894,0.45312697,0.359300099,0.246355301,0.36218992,0.53564644,-0.120830868,-0.304408926,0.38352558,-0.06522823,-0.710465661,-0.665182275,0.036762018,1
52:35.8,1.0236638,0.45874882,-0.11099737,1.0254962,1.0064346,0.06425836,-0.06886801,0.89229894,0.45312697,0.37836355,0.19594178,0.36218992,0.53564644,-0.13299285,-0.32564244,0.38352558,-0.06522823,-0.7065108,-0.6718169,0.036762018,1
52:35.9,1.0236638,0.574060715,-0.224094176,1.0254962,1.0064346,0.142500653,-0.154301207,0.89229894,0.45312697,0.403698036,0.065330486,0.36218992,0.53564644,-0.152521981,-0.354593723,0.38352558,-0.06522823,-0.694900253,-0.684393778,0.036762018,1
52:36.0,1.0236638,0.699219172,-0.33171518,1.0254962,1.0064346,0.235285658,-0.216105401,0.89229894,0.45312697,0.416386953,0.040986955,0.36218992,0.53564644,-0.16789201,-0.384198494,0.38352558,-0.06522823,-0.682104946,-0.696155331,0.036762018,1
52:36.1,1.0236638,0.779711723,-0.393585657,1.0254962,1.0064346,0.29931489,-0.23920884,0.89229894,0.45312697,0.41826063,0.040986955,0.36218992,0.53564644,-0.176080239,-0.41142846,0.38352558,-0.06522823,-0.671535241,-0.700777814,0.036762018,1
52:36.2,1.0236638,0.837071696,-0.422242552,1.0254962,1.0064346,0.347227063,-0.243989375,0.89229894,0.45312697,0.41826063,0.040986955,0.36218992,0.53564644,-0.181108235,-0.379942769,0.38352558,-0.06522823,-0.6576291,-0.693541687,0.036762018,1
52:36.3,1.0236638,0.8579166,-0.41028136,1.0254962,1.0064346,0.36391264,-0.2513415,0.89229894,0.45312697,0.41826063,0.040986955,0.36218992,0.53564644,-0.18613762,-0.348457079,0.38352558,-0.06522823,-0.6434341,-0.67648387,0.036762018,1
52:36.4,1.0236638,0.859104212,-0.387427356,1.0254962,1.0064346,0.360878825,-0.27184899,0.89229894,0.45312697,0.418673561,0.039519334,0.36218992,0.53564644,-0.185953018,-0.316971388,0.38352558,-0.06522823,-0.630525485,-0.664274205,0.036762018,1
52:36.5,1.0236638,0.867284414,-0.349454523,1.0254962,1.0064346,0.354628921,-0.336053918,0.89229894,0.45312697,0.426023683,-0.001013959,0.36218992,0.53564644,-0.160650849,-0.285485698,0.38352558,-0.06522823,-0.586956112,-0.646511533,0.036762018,1
52:36.6,1.0236638,0.8927379,-0.3469961,1.0254962,1.0064346,0.366998482,-0.3409991,0.89229894,0.45312697,0.433887042,-0.004634995,0.36218992,0.53564644,-0.116757204,-0.254000007,0.38352558,-0.06522823,-0.538639039,-0.6454276,0.036762018,1
52:36.7,1.0236638,0.93329515,-0.3469961,1.0254962,1.0064346,0.396377551,-0.3409991,0.89229894,0.45312697,0.476927838,-0.004634995,0.36218992,0.53564644,-0.075232326,-0.222514316,0.38352558,-0.06522823,-0.495316075,-0.6454276,0.036762018,1
52:36.8,1.0236638,0.984070358,-0.3469961,1.0254962,1.0064346,0.43878157,-0.3409991,0.89229894,0.45312697,0.530194217,-0.004634995,0.36218992,0.53564644,-0.042770625,-0.191028626,0.38352558,-0.06522823,-0.459058549,-0.6454276,0.036762018,1
52:36.9,1.0236638,1.0341657,-0.3469961,1.0254962,1.0064346,0.48654154,-0.3409991,0.89229894,0.45312697,0.5522263,-0.004634995,0.36218992,0.53564644,-0.023002703,-0.159542935,0.38352558,-0.06522823,-0.43427718,-0.6454276,0.036762018,1
52:37.0,1.0236638,1.07173045,-0.3469961,0.876826883,1.0064346,0.527417044,-0.3409991,0.720678843,0.45312697,0.561238562,-0.004634995,0.751270838,0.53564644,-0.01245064,-0.128057245,0.81993632,-0.06522823,-0.421864128,-0.6454276,0.215287033,1
52:37.1,0.909087461,1.094525703,0.961606847,0.870363,0.89542978,0.555417479,0.366379949,0.7132171,0.524993869,0.5616304,0.327365821,0.7681874,0.593523371,-0.004000606,-0.096571554,0.8389107,0.020616257,-0.41716752,-0.535421352,0.22304899,1
52:37.2,0.91031504,1.1035496,1.0457557,0.870363,0.8035024,0.56953204,0.38630006,0.7132171,0.61274135,0.5616304,0.3642548,0.7681874,0.5959005,0.006765977,-0.07389658,0.8389107,0.07123899,-0.4177207,-0.54750156,0.22304899,1
52:37.3,0.9004425,1.0942023,0.9837707,0.870363,0.7377866,0.5637303,0.32471016,0.7132171,0.64087385,0.5616304,0.3642548,0.7681874,0.58911043,0.021596938,-0.0992116,0.8389107,0.10443717,-0.42332542,-0.5683628,0.22304899,1
52:37.4,0.884493118,1.074031464,0.945198555,0.843121073,0.701222935,0.545851682,0.285590916,0.657804155,0.641877595,0.559129527,0.3642548,0.7681874,0.581755063,0.037150055,-0.111098924,0.783783165,0.121008966,-0.4293187,-0.580329709,0.181416663,1
52:37.5,0.8785121,1.023298881,0.888451778,0.83290535,0.68751156,0.499699422,0.229997959,0.6370243,0.642254,0.559118515,0.3642548,0.7681874,0.5789968,0.064793294,-0.122209318,0.76311034,0.12722339,-0.437674217,-0.591103967,0.16580454,1
52:37.6,0.8785121,0.968202446,0.852939925,0.83290535,0.68751156,0.447768439,0.2030341,0.6370243,0.642254,0.55919266,0.39154959,0.7681874,0.5789968,0.084153314,-0.124571793,0.76311034,0.12722339,-0.440139844,-0.586954479,0.16580454,1
52:37.7,0.8785121,0.92864716,0.853574063,0.83290535,0.68751156,0.407890596,0.23722483,0.6370243,0.642254,0.55919266,0.495396444,0.7681874,0.5789968,0.093014919,-0.121558069,0.76311034,0.12722339,-0.438796761,-0.569712512,0.16580454,1
52:37.8,0.8785121,0.910753385,0.902758785,0.83290535,0.68751156,0.387769185,0.361529791,0.6370243,0.642254,0.55919266,0.66516369,0.7681874,0.5789968,0.093928122,-0.112647788,0.76311034,0.12722339,-0.437176826,-0.540214813,0.16580454,1
52:37.9,0.8785121,0.9099805,0.9756259,0.83290535,0.68751156,0.3910658,0.49869257,0.6370243,0.642254,0.55919266,0.7796522,0.7681874,0.5789968,0.08410101,-0.101791225,0.76311034,0.12722339,-0.44054598,-0.5137914,0.16580454,1
52:38.0,0.8785121,0.8979786,1.0492657,0.83290535,0.68751156,0.39711452,0.60228086,0.6370243,0.642254,0.5487612,0.8236967,0.7681874,0.5789968,0.057548895,-0.09577013,0.76311034,0.12722339,-0.45505264,-0.49705747,0.16580454,1
52:38.1,0.8785121,0.874514572,1.0804882,0.83290535,0.68751156,0.394660916,0.638906027,0.6370243,0.642254,0.531540228,0.825110637,0.7681874,0.5789968,0.028420972,-0.095252199,0.76311034,0.12722339,-0.472023584,-0.495476019,0.16580454,1
52:38.2,0.8785121,0.808588305,1.114032258,0.734898116,0.68751156,0.381292294,0.677146927,0.561932876,0.642254,0.5052916,0.82573277,0.601401011,0.5789968,-0.025688419,-0.095806855,0.697039123,0.12722339,-0.504127874,-0.502867883,0.101764974,1
52:38.3,0.8790216,0.758688856,1.1200741,0.72945327,0.590919154,0.371300631,0.694723707,0.55776113,0.612005778,0.502215522,0.82573277,0.5921351,0.571029411,-0.041702809,-0.095851789,0.6933685,0.138554223,-0.514337933,-0.5160237,0.09820722,1
52:38.4,0.88871146,0.676421319,1.132539626,0.72945327,0.397775082,0.359418945,0.73362365,0.55776113,0.571877833,0.515423663,0.832521106,0.5921351,0.561064663,-0.051413218,-0.092753434,0.6933685,0.164642548,-0.521153143,-0.531221783,0.09820722,1
52:38.5,0.891886888,0.630743852,1.140264933,0.72945327,0.1728267,0.36414686,0.767562925,0.55776113,0.529561555,0.605507233,0.8382376,0.5921351,0.556649102,-0.037812104,-0.093589656,0.6933685,0.200863571,-0.511332842,-0.5318305,0.09820722,1
52:38.6,0.8899758,0.691846017,1.149091197,0.72945327,0.12037878,0.395309906,0.78866951,0.55776113,0.5176607,0.695155345,0.83747391,0.5921351,0.55607605,-0.021864088,-0.09534225,0.6933685,0.20987517,-0.494554117,-0.524548966,0.09820722,1
52:38.7,0.8899758,0.82391805,1.170831729,0.72945327,0.12037878,0.452439463,0.817022329,0.55776113,0.5176607,0.751362929,0.83713025,0.5921351,0.55607605,-0.014963649,-0.090557509,0.6933685,0.20987517,-0.476861336,-0.514718871,0.09820722,1
52:38.8,0.8899758,0.926113275,1.1941627,0.72945327,0.12037878,0.50252617,0.84299757,0.55776113,0.5176607,0.7634599,0.83713025,0.5921351,0.55607605,-0.021360281,-0.08241366,0.6933685,0.20987517,-0.467115665,-0.50525541,0.09820722,1
52:38.9,0.8899758,1.0321028,1.231807133,0.72945327,0.12037878,0.562420763,0.88343195,0.55776113,0.5176607,0.7634599,0.83713025,0.5921351,0.55607605,-0.047068672,-0.068835354,0.6933685,0.20987517,-0.460595258,-0.489480207,0.09820722,1
