,Delta_TP9,Delta_AF7,Delta_AF8,Delta_TP10,Theta_TP9,Theta_AF7,Theta_AF8,Theta_TP10,Alpha_TP9,Alpha_AF7,Alpha_AF8,Alpha_TP10,Beta_TP9,Beta_AF7,Beta_AF8,Beta_TP10,Gamma_TP9,Gamma_AF7,Gamma_AF8,Gamma_TP10
2023-04-28 20:56:51.005,0.8516627,0.8335616,1.1601416,0.8442116,0.8501974,0.00780103,0.4416007,0.7311433,0.44376874,0.54263073,0.78004014,0.10927608,0.39492652,0.4550456,0.21368589,0.20722297,-0.027603017,-0.12494299,-0.3523086,-0.1203774
2023-04-28 20:56:51.105,0.8516627,0.80002403,1.1488398,0.8442116,0.8501974,0.0174942,0.41361883,0.7311433,0.44376874,0.5377524,0.76869255,0.10927608,0.39492652,0.45602188,0.21475188,0.20722297,-0.027603017,-0.16205968,-0.34414148,-0.1203774
2023-04-28 20:56:51.205,0.8516627,0.76327413,1.1296413,0.8442116,0.8501974,0.044115353,0.3857928,0.7311433,0.44376874,0.5238978,0.7652171,0.10927608,0.39492652,0.45741358,0.21406075,0.20722297,-0.027603017,-0.1771943,-0.3428361,-0.1203774
2023-04-28 20:56:51.305,0.8516627,0.74155235,1.1081481,0.8442116,0.8501974,0.08304563,0.36208758,0.7311433,0.44376874,0.513061,0.7652171,0.10927608,0.39492652,0.45750064,0.21076347,0.20722297,-0.027603017,-0.17470506,-0.34912726,-0.1203774
2023-04-28 20:56:51.405,0.8516627,0.7494139,1.0878758,0.8442116,0.8501974,0.11828969,0.34736815,0.7311433,0.44376874,0.5084827,0.7652171,0.10927608,0.39492652,0.4544173,0.20420842,0.20722297,-0.027603017,-0.16847137,-0.36111286,-0.1203774
2023-04-28 20:56:51.505,0.8516627,0.7432575,1.09577,0.8442116,0.8501974,0.13933466,0.33873013,0.7311433,0.44376874,0.49377176,0.7645862,0.10927608,0.39492652,0.4567313,0.19308782,0.20722297,-0.027603017,-0.1618999,-0.376244,-0.1203774
2023-04-28 20:56:51.605,0.8516627,0.7421885,1.103494,0.8442116,0.8501974,0.16031216,0.33072788,0.7311433,0.44376874,0.47443098,0.75056994,0.10927608,0.39492652,0.44664663,0.18963562,0.20722297,-0.027603017,-0.1585913,-0.39035577,-0.1203774
2023-04-28 20:56:51.705,0.8516627,0.75017637,1.1118551,0.8442116,0.8501974,0.1798337,0.3027444,0.7311433,0.44376874,0.4742693,0.71152854,0.10927608,0.39492652,0.41785672,0.17778999,0.20722297,-0.027603017,-0.1603071,-0.40369025,-0.1203774
2023-04-28 20:56:51.805,0.8516627,0.7623374,1.1107008,0.8442116,0.8501974,0.19788866,0.25843215,0.7311433,0.44376874,0.4717242,0.7073271,0.10927608,0.39492652,0.37151736,0.15643463,0.20722297,-0.027603017,-0.16941187,-0.4102257,-0.1203774
2023-04-28 20:56:51.905,0.8516627,0.7641894,1.098839,0.8442116,0.8501974,0.21476647,0.19781408,0.7311433,0.44376874,0.4654761,0.7073271,0.10927608,0.39492652,0.3173097,0.12616865,0.20722297,-0.027603017,-0.18259554,-0.40809518,-0.1203774
2023-04-28 20:56:52.005,0.8516627,0.7507429,1.0625627,0.8442116,0.8501974,0.2299792,0.12448026,0.7311433,0.44376874,0.45304313,0.70634156,0.10927608,0.39492652,0.2695872,0.089452006,0.20722297,-0.027603017,-0.19181758,-0.40141976,-0.1203774
2023-04-28 20:56:52.105,0.8516627,0.7362292,0.9905029,0.8442116,0.8501974,0.24226214,0.039058123,0.7311433,0.44376874,0.43553478,0.6483229,0.10927608,0.39492652,0.23640928,0.04916305,0.20722297,-0.027603017,-0.18744427,-0.39310145,-0.1203774
2023-04-28 20:56:52.205,0.8516627,0.73854804,0.88731754,0.8442116,0.8501974,0.24999964,-0.04846929,0.7311433,0.44376874,0.36105382,0.4706574,0.10927608,0.39492652,0.21787934,0.006135172,0.20722297,-0.027603017,-0.16861178,-0.38195148,-0.1203774
2023-04-28 20:56:52.305,0.8516627,0.7639121,0.79488534,0.8442116,0.8501974,0.25494114,-0.11787895,0.7311433,0.44376874,0.21557233,0.23573218,0.10927608,0.39492652,0.21347497,-0.03997063,0.20722297,-0.027603017,-0.14256781,-0.36729607,-0.1203774
2023-04-28 20:56:52.405,0.8516627,0.8083807,0.7446265,0.8442116,0.8501974,0.2619505,-0.15672772,0.7311433,0.44376874,0.07535593,0.12696593,0.10927608,0.39492652,0.22419272,-0.085969076,0.20722297,-0.027603017,-0.116340086,-0.3561426,-0.1203774
2023-04-28 20:56:52.505,0.8516627,0.8611592,0.752947,0.8442116,0.8501974,0.27372038,-0.1785136,0.7311433,0.44376874,-0.017625708,0.10057173,0.10927608,0.39492652,0.24466369,-0.12502259,0.20722297,-0.027603017,-0.09715601,-0.35960543,-0.1203774
2023-04-28 20:56:52.605,0.8516627,0.8611592,0.8027996,0.8442116,0.8501974,0.27372038,-0.17402886,0.7311433,0.44376874,-0.017625708,0.084939,0.10927608,0.39492652,0.24466369,-0.14972784,0.20722297,-0.027603017,-0.09715601,-0.38350254,-0.1203774
2023-04-28 20:56:52.705,0.8516627,0.8611592,0.8027996,0.8442116,0.8501974,0.27372038,-0.17402886,0.7311433,0.44376874,-0.017625708,0.084939,0.10927608,0.39492652,0.24466369,-0.14972784,0.20722297,-0.027603017,-0.09715601,-0.38350254,-0.1203774
2023-04-28 20:56:52.805,0.8516627,0.8611592,0.8027996,0.8442116,0.8501974,0.27372038,-0.17402886,0.7311433,0.44376874,-0.017625708,0.084939,0.10927608,0.39492652,0.24466369,-0.14972784,0.20722297,-0.027603017,-0.09715601,-0.38350254,-0.1203774
2023-04-28 20:56:52.905,0.8516627,0.8611592,0.8027996,0.8442116,0.8501974,0.27372038,-0.17402886,0.7311433,0.44376874,-0.017625708,0.084939,0.10927608,0.39492652,0.24466369,-0.14972784,0.20722297,-0.027603017,-0.09715601,-0.38350254,-0.1203774
2023-04-28 20:56:53.005,0.8516627,0.8611592,0.8027996,0.8442116,0.8501974,0.27372038,-0.17402886,0.7311433,0.44376874,-0.017625708,0.084939,0.10927608,0.39492652,0.24466369,-0.14972784,0.20722297,-0.027603017,-0.09715601,-0.38350254,-0.1203774
2023-04-28 20:56:53.105,0.8516627,0.8611592,0.8027996,0.8442116,0.8501974,0.27372038,-0.17402886,0.7311433,0.44376874,-0.017625708,0.084939,0.10927608,0.39492652,0.24466369,-0.14972784,0.20722297,-0.027603017,-0.09715601,-0.38350254,-0.1203774
2023-04-28 20:56:53.205,0.8516627,0.8611592,0.8027996,0.8442116,0.8501974,0.27372038,-0.17402886,0.7311433,0.44376874,-0.017625708,0.084939,0.10927608,0.39492652,0.24466369,-0.14972784,0.20722297,-0.027603017,-0.09715601,-0.38350254,-0.1203774
2023-04-28 20:56:53.305,0.8516627,0.3764686,0.8027996,0.8442116,0.8501974,0.12967785,-0.17402886,0.7311433,0.44376874,0.60829765,0.084939,0.10927608,0.39492652,0.56178963,-0.14972784,0.20722297,-0.027603017,0.40939805,-0.38350254,-0.1203774
2023-04-28 20:56:53.405,0.8516627,0.4617538,0.8027996,0.8442116,0.8501974,0.18332978,-0.17402886,0.7311433,0.44376874,0.6750875,0.084939,0.10927608,0.39492652,0.53039855,-0.14972784,0.20722297,-0.027603017,0.36883327,-0.38350254,-0.1203774
2023-04-28 20:56:53.505,0.8516627,0.51017374,0.8027996,0.8442116,0.8501974,0.2141598,-0.17402886,0.7311433,0.44376874,0.68041104,0.084939,0.10927608,0.39492652,0.50592726,-0.14972784,0.20722297,-0.027603017,0.32838202,-0.38350254,-0.1203774
2023-04-28 20:56:53.605,0.8516627,0.5737249,1.5229524,0.8442116,0.8501974,0.22342083,1.3001668,0.7311433,0.44376874,0.6812766,0.88179094,0.10927608,0.39492652,0.48343995,0.42536142,0.20722297,-0.027603017,0.2923082,-0.2534439,-0.1203774
2023-04-28 20:56:53.705,0.8516627,0.6737667,1.4522806,0.8442116,0.8501974,0.21505083,1.2298821,0.7311433,0.44376874,0.6812766,0.88179094,0.10927608,0.39492652,0.45977685,0.3749825,0.20722297,-0.027603017,0.2614164,-0.25797307,-0.1203774
2023-04-28 20:56:53.805,0.8516627,0.8278605,1.3866074,0.8442116,0.8501974,0.20285717,1.164356,0.7311433,0.44376874,0.6812766,0.88179094,0.10927608,0.39492652,0.43653247,0.32901353,0.20722297,-0.027603017,0.23550868,-0.26722035,-0.1203774
2023-04-28 20:56:53.905,0.8516627,0.9988212,1.3288804,0.8442116,0.8501974,0.19795856,1.112081,0.7311433,0.44376874,0.6823194,0.88179094,0.10927608,0.39492652,0.41504443,0.29871187,0.20722297,-0.027603017,0.21751247,-0.2771412,-0.1203774
2023-04-28 20:56:54.005,0.8516627,1.1259295,1.2793299,0.8442116,0.8501974,0.19843252,1.0703772,0.7311433,0.44376874,0.69146746,0.88179094,0.10927608,0.39492652,0.39553133,0.28172687,0.20722297,-0.027603017,0.21050374,-0.28499398,-0.1203774
2023-04-28 20:56:54.105,0.8516627,1.1950767,1.2364802,0.8442116,0.8501974,0.19608328,1.0325177,0.7311433,0.44376874,0.70353216,0.88179094,0.10927608,0.39492652,0.3794506,0.27172193,0.20722297,-0.027603017,0.21246691,-0.29076365,-0.1203774
2023-04-28 20:56:54.205,0.8516627,1.2201012,1.197967,0.8442116,0.8501974,0.18505573,0.9949293,0.7311433,0.44376874,0.7042063,0.88179094,0.10927608,0.39492652,0.37083638,0.26243514,0.20722297,-0.027603017,0.21723402,-0.29655194,-0.1203774
2023-04-28 20:56:54.305,0.8516627,1.2185327,1.164743,0.8442116,0.8501974,0.17410606,0.95924544,0.7311433,0.44376874,0.7042063,0.88179094,0.10927608,0.39492652,0.37583518,0.2510113,0.20722297,-0.027603017,0.21969922,-0.30042613,-0.1203774
2023-04-28 20:56:54.405,0.8516627,1.2044076,1.1387265,0.8442116,0.8501974,0.17621416,0.92954427,0.7311433,0.44376874,0.7042063,0.88179094,0.10927608,0.39492652,0.39876032,0.2380124,0.20722297,-0.027603017,0.21966852,-0.29627025,-0.1203774
2023-04-28 20:56:54.505,0.8516627,1.218465,1.1192383,1.1041783,0.8501974,0.20394775,0.90663683,0.78027254,0.44376874,0.7042063,0.88179094,0.69496894,0.39492652,0.41634157,0.22554973,0.8804556,-0.027603017,0.1988257,-0.282796,0.5223331
2023-04-28 20:56:54.605,0.8516627,1.2430407,1.1018701,1.1104872,0.8501974,0.22996841,0.8870439,0.8583227,0.44376874,0.7042063,0.88179094,0.7249283,0.39492652,0.44729757,0.21522988,0.8639096,-0.027603017,0.17965707,-0.26792964,0.537727
2023-04-28 20:56:54.705,0.8516627,1.2711754,1.0836322,1.1326349,0.8501974,0.23792824,0.8663774,0.9018301,0.44376874,0.7042063,0.88179094,0.76203805,0.39492652,0.47955683,0.20803377,0.8443399,-0.027603017,0.16898362,-0.26129338,0.5478479
2023-04-28 20:56:54.805,0.8516627,1.2940364,0.9863018,1.1613839,0.8501974,0.23327959,0.7767362,0.91184723,0.44376874,0.7030916,0.87346464,0.8026899,0.39492652,0.48311573,0.18583827,0.8218968,-0.027603017,0.15873139,-0.26382083,0.5491877
2023-04-28 20:56:54.905,0.8516627,1.2940364,0.9863018,1.1613839,0.8501974,0.23327959,0.7767362,0.91184723,0.44376874,0.7030916,0.87346464,0.8026899,0.39492652,0.48311573,0.18583827,0.8218968,-0.027603017,0.15873139,-0.26382083,0.5491877
2023-04-28 20:56:55.005,0.8516627,1.3183304,0.85034865,1.1833768,0.8501974,0.22294505,0.64115924,0.89731705,0.44376874,0.6470694,0.74175614,0.831634,0.39492652,0.49038064,0.1623554,0.8003139,-0.027603017,0.15916853,-0.27883878,0.54394704
2023-04-28 20:56:55.105,0.8516627,1.3171357,0.6475281,1.1814017,0.8501974,0.2602869,0.4461315,0.83714825,0.44376874,0.5650387,0.44486666,0.831634,0.39492652,0.51871306,0.18411998,0.76787835,-0.027603017,0.19327931,-0.3098309,0.52254564
2023-04-28 20:56:55.205,1.3081038,1.3050934,0.7170037,1.1618932,0.43826038,0.2839708,0.5377761,0.8037258,0.70794165,0.5662535,0.745506,0.831634,0.64253956,0.5365668,0.2473148,0.7552356,0.40423444,0.21059422,-0.30964336,0.507438
2023-04-28 20:56:55.305,1.2382344,1.2754991,0.86020523,1.1396977,0.52062196,0.2987699,0.66891044,0.77129155,0.737139,0.5680488,0.90974367,0.831634,0.63600343,0.55642027,0.3208203,0.74280065,0.39640155,0.22554624,-0.2985322,0.49049276
2023-04-28 20:56:55.405,1.1763697,1.2179117,1.0013837,1.1178106,0.58697265,0.30683592,0.7650143,0.741854,0.7721919,0.5711898,0.946868,0.831634,0.6352282,0.57998234,0.3800457,0.73114115,0.40807122,0.23763031,-0.2840974,0.47293967
2023-04-28 20:56:55.505,1.1208422,1.1409062,1.1090273,1.0956223,0.6257051,0.31325895,0.8135857,0.7170281,0.83732724,0.541916,0.9480708,0.831634,0.64320236,0.6083698,0.41491237,0.72271204,0.44531104,0.24582273,-0.27352336,0.45475057
